0,4.5456e-10
16722,-17.344
33445,-34.714
50167,-52.141
66890,-69.66
83612,-87.315
1.0033e+05,-105.17
1.1706e+05,-123.32
1.3378e+05,-141.91
1.505e+05,-161.21
1.6722e+05,178.27
1.8395e+05,155.4
2.0067e+05,127.21
2.1739e+05,85.044
2.3411e+05,21.007
2.5084e+05,-30.237
2.6756e+05,-62.629
2.8428e+05,-87.801
3.01e+05,-110.25
3.1773e+05,-131.66
3.3445e+05,-152.88
3.5117e+05,-174.52
3.6789e+05,162.74
3.8462e+05,137.89
4.0134e+05,109.21
4.1806e+05,74.015
4.3478e+05,31.029
4.5151e+05,-13.215
4.6823e+05,-50.555
4.8495e+05,-81.058
5.0167e+05,-107.52
5.1839e+05,-131.96
5.3512e+05,-155.56
5.5184e+05,-179.19
5.6856e+05,156.38
5.8528e+05,130.24
6.0201e+05,101.17
6.1873e+05,67.811
6.3545e+05,29.94
6.5217e+05,-9.359
6.689e+05,-45.609
6.8562e+05,-77.344
7.0234e+05,-105.58
7.1906e+05,-131.7
7.3579e+05,-156.81
7.5251e+05,178.24
7.6923e+05,152.69
7.8595e+05,125.71
8.0268e+05,96.369
8.194e+05,63.818
8.3612e+05,28.144
8.5284e+05,-8.6628
8.6957e+05,-43.714
8.8629e+05,-75.593
9.0301e+05,-104.61
9.1973e+05,-131.7
9.3645e+05,-157.78
9.5318e+05,176.38
9.699e+05,150.05
9.8662e+05,122.5
1.0033e+06,92.956
1.0201e+06,60.857
1.0368e+06,26.392
1.0535e+06,-8.9633
1.0702e+06,-43.125
1.087e+06,-74.889
1.1037e+06,-104.29
1.1204e+06,-131.98
1.1371e+06,-158.7
1.1538e+06,174.82
1.1706e+06,147.92
1.1873e+06,119.95
1.204e+06,90.261
1.2207e+06,58.449
1.2375e+06,24.746
1.2542e+06,-9.6677
1.2709e+06,-43.18
1.2876e+06,-74.776
1.3043e+06,-104.38
1.3211e+06,-132.46
1.3378e+06,-159.65
1.3545e+06,173.4
1.3712e+06,146.07
1.388e+06,117.78
1.4047e+06,87.984
1.4214e+06,56.369
1.4381e+06,23.191
1.4548e+06,-10.565
1.4716e+06,-43.591
1.4883e+06,-75.022
1.505e+06,-104.73
1.5217e+06,-133.08
1.5385e+06,-160.63
1.5552e+06,172.05
1.5719e+06,144.4
1.5886e+06,115.86
1.6054e+06,85.97
1.6221e+06,54.5
1.6388e+06,21.704
1.6555e+06,-11.567
1.6722e+06,-44.216
1.689e+06,-75.498
1.7057e+06,-105.27
1.7224e+06,-133.82
1.7391e+06,-161.64
1.7559e+06,170.75
1.7726e+06,142.83
1.7893e+06,114.09
1.806e+06,84.133
1.8227e+06,52.773
1.8395e+06,20.269
1.8562e+06,-12.629
1.8729e+06,-44.98
1.8896e+06,-76.131
1.9064e+06,-105.94
1.9231e+06,-134.64
1.9398e+06,-162.68
1.9565e+06,169.48
1.9732e+06,141.34
1.99e+06,112.44
2.0067e+06,82.42
2.0234e+06,51.148
2.0401e+06,18.874
2.0569e+06,-13.729
2.0736e+06,-45.837
2.0903e+06,-76.875
2.107e+06,-106.7
2.1237e+06,-135.53
2.1405e+06,-163.73
2.1572e+06,168.23
2.1739e+06,139.9
2.1906e+06,110.86
2.2074e+06,80.798
2.2241e+06,49.596
2.2408e+06,17.509
2.2575e+06,-14.855
2.2742e+06,-46.762
2.291e+06,-77.7
2.3077e+06,-107.54
2.3244e+06,-136.46
2.3411e+06,-164.81
2.3579e+06,166.99
2.3746e+06,138.5
2.3913e+06,109.35
2.408e+06,79.244
2.4247e+06,48.101
2.4415e+06,16.168
2.4582e+06,-15.997
2.4749e+06,-47.735
2.4916e+06,-78.586
2.5084e+06,-108.43
2.5251e+06,-137.42
2.5418e+06,-165.9
2.5585e+06,165.75
2.5753e+06,137.14
2.592e+06,107.89
2.6087e+06,77.743
2.6254e+06,46.649
2.6421e+06,14.846
2.6589e+06,-17.151
2.6756e+06,-48.745
2.6923e+06,-79.52
2.709e+06,-109.36
2.7258e+06,-138.42
2.7425e+06,-167
2.7592e+06,164.53
2.7759e+06,135.79
2.7926e+06,106.46
2.8094e+06,76.283
2.8261e+06,45.232
2.8428e+06,13.539
2.8595e+06,-18.314
2.8763e+06,-49.784
2.893e+06,-80.49
2.9097e+06,-110.33
2.9264e+06,-139.44
2.9431e+06,-168.12
2.9599e+06,163.31
2.9766e+06,134.47
2.9933e+06,105.06
3.01e+06,74.856
3.0268e+06,43.841
3.0435e+06,12.245
3.0602e+06,-19.484
3.0769e+06,-50.845
3.0936e+06,-81.49
3.1104e+06,-111.33
3.1271e+06,-140.49
3.1438e+06,-169.24
3.1605e+06,162.09
3.1773e+06,133.16
3.194e+06,103.68
3.2107e+06,73.456
3.2274e+06,42.474
3.2441e+06,10.961
3.2609e+06,-20.659
3.2776e+06,-51.923
3.2943e+06,-82.515
3.311e+06,-112.35
3.3278e+06,-141.55
3.3445e+06,-170.37
3.3612e+06,160.88
3.3779e+06,131.87
3.3946e+06,102.32
3.4114e+06,72.078
3.4281e+06,41.125
3.4448e+06,9.6869
3.4615e+06,-21.837
3.4783e+06,-53.017
3.495e+06,-83.559
3.5117e+06,-113.39
3.5284e+06,-142.62
3.5452e+06,-171.51
3.5619e+06,159.66
3.5786e+06,130.58
3.5953e+06,100.98
3.612e+06,70.718
3.6288e+06,39.791
3.6455e+06,8.4197
3.6622e+06,-23.018
3.6789e+06,-54.122
3.6957e+06,-84.619
3.7124e+06,-114.44
3.7291e+06,-143.71
3.7458e+06,-172.65
3.7625e+06,158.45
3.7793e+06,129.3
3.796e+06,99.658
3.8127e+06,69.375
3.8294e+06,38.471
3.8462e+06,7.159
3.8629e+06,-24.202
3.8796e+06,-55.237
3.8963e+06,-85.694
3.913e+06,-115.51
3.9298e+06,-144.81
3.9465e+06,-173.8
3.9632e+06,157.24
3.9799e+06,128.03
3.9967e+06,98.343
4.0134e+06,68.044
4.0301e+06,37.162
4.0468e+06,5.9037
4.0635e+06,-25.388
4.0803e+06,-56.36
4.097e+06,-86.78
4.1137e+06,-116.6
4.1304e+06,-145.91
4.1472e+06,-174.95
4.1639e+06,156.03
4.1806e+06,126.77
4.1973e+06,97.037
4.214e+06,66.725
4.2308e+06,35.862
4.2475e+06,4.6533
4.2642e+06,-26.575
4.2809e+06,-57.49
4.2977e+06,-87.877
4.3144e+06,-117.69
4.3311e+06,-147.03
4.3478e+06,-176.11
4.3645e+06,154.82
4.3813e+06,125.51
4.398e+06,95.741
4.4147e+06,65.416
4.4314e+06,34.571
4.4482e+06,3.4071
4.4649e+06,-27.763
4.4816e+06,-58.627
4.4983e+06,-88.982
4.5151e+06,-118.79
4.5318e+06,-148.15
4.5485e+06,-177.27
4.5652e+06,153.61
4.5819e+06,124.25
4.5987e+06,94.451
4.6154e+06,64.116
4.6321e+06,33.287
4.6488e+06,2.1646
4.6656e+06,-28.953
4.6823e+06,-59.768
4.699e+06,-90.094
4.7157e+06,-119.9
4.7324e+06,-149.28
4.7492e+06,-178.43
4.7659e+06,152.41
4.7826e+06,123
4.7993e+06,93.169
4.8161e+06,62.822
4.8328e+06,32.01
4.8495e+06,0.92535
4.8662e+06,-30.143
4.8829e+06,-60.915
4.8997e+06,-91.214
4.9164e+06,-121.01
4.9331e+06,-150.41
4.9498e+06,-179.6
4.9666e+06,151.2
4.9833e+06,121.75
5e+06,91.892
