1.1609,0,-1
1.1622,0.001,-1
1.1635,0.002,-1
1.1648,0.003,-1
1.1661,0.004,-1
1.1674,0.005,-1
1.1687,0.006,-1
1.17,0.007,-1
1.1713,0.008,-1
1.1726,0.009,-1
1.1739,0.01,-1
1.1752,0.011,-1
1.1765,0.012,-1
1.1778,0.013,-1
1.1791,0.014,-1
1.1804,0.015,-1
1.1817,0.016,-1
1.183,0.017,-1
1.1843,0.018,-1
1.1856,0.019,-1
1.1869,0.02,-1
1.1882,0.021,-1
1.1894,0.022,-1
1.1907,0.023,-1
1.192,0.024,-1
1.1933,0.025,-1
1.1946,0.026,-1
1.1959,0.027,-1
1.1971,0.028,-1
1.1984,0.029,-1
1.1997,0.03,-1
1.201,0.031,-1
1.2023,0.032,-1
1.2035,0.033,-1
1.2048,0.034,-1
1.2061,0.035,-1
1.2073,0.036,-1
1.2086,0.037,-1
1.2099,0.038,-1
1.2112,0.039,-1
1.2124,0.04,-1
1.2137,0.041,-1
1.215,0.042,-1
1.2162,0.043,-1
1.2175,0.044,-1
1.2188,0.045,-1
1.22,0.046,-1
1.2213,0.047,-1
1.2225,0.048,-1
1.2238,0.049,-1
1.2251,0.05,-1
1.2263,0.051,-1
1.2276,0.052,-1
1.2288,0.053,-1
1.2301,0.054,-1
1.2313,0.055,-1
1.2326,0.056,-1
1.2339,0.057,-1
1.2351,0.058,-1
1.2364,0.059,-1
1.2376,0.06,-1
1.2389,0.061,-1
1.2401,0.062,-1
1.2413,0.063,-1
1.2426,0.064,-1
1.2438,0.065,-1
1.2451,0.066,-1
1.2463,0.067,-1
1.2476,0.068,-1
1.2488,0.069,-1
1.25,0.07,-1
1.2513,0.071,-1
1.2525,0.072,-1
1.2538,0.073,-1
1.255,0.074,-1
1.2562,0.075,-1
1.2575,0.076,-1
1.2587,0.077,-1
1.2599,0.078,-1
1.2611,0.079,-1
1.2624,0.08,-1
1.2636,0.081,-1
1.2648,0.082,-1
1.2661,0.083,-1
1.2673,0.084,-1
1.2685,0.085,-1
1.2697,0.086,-1
1.271,0.087,-1
1.2722,0.088,-1
1.2734,0.089,-1
1.2746,0.09,-1
1.2758,0.091,-1
1.277,0.092,-1
1.2783,0.093,-1
1.2795,0.094,-1
1.2807,0.095,-1
1.2819,0.096,-1
1.2831,0.097,-1
1.2843,0.098,-1
1.2855,0.099,-1
1.2867,0.1,-1
1.2879,0.101,-1
1.2892,0.102,-1
1.2904,0.103,-1
1.2916,0.104,-1
1.2928,0.105,-1
1.294,0.106,-1
1.2952,0.107,-1
1.2964,0.108,-1
1.2976,0.109,-1
1.2988,0.11,-1
1.3,0.111,-1
1.3012,0.112,-1
1.3024,0.113,-1
1.3036,0.114,-1
1.3047,0.115,-1
1.3059,0.116,-1
1.3071,0.117,-1
1.3083,0.118,-1
1.3095,0.119,-1
1.3107,0.12,-1
1.3119,0.121,-1
1.3131,0.122,-1
1.3142,0.123,-1
1.3154,0.124,-1
1.3166,0.125,-1
1.3178,0.126,-1
1.319,0.127,-1
1.3202,0.128,-1
1.3213,0.129,-1
1.3225,0.13,-1
1.3237,0.131,-1
1.3249,0.132,-1
1.326,0.133,-1
1.3272,0.134,-1
1.3284,0.135,-1
1.3296,0.136,-1
1.3307,0.137,-1
1.3319,0.138,-1
1.3331,0.139,-1
1.3342,0.14,-1
1.3354,0.141,-1
1.3366,0.142,-1
1.3377,0.143,-1
1.3389,0.144,-1
1.34,0.145,-1
1.3412,0.146,-1
1.3424,0.147,-1
1.3435,0.148,-1
1.3447,0.149,-1
1.3458,0.15,-1
1.347,0.151,-1
