-0.063355,0,-0.043835
-0.063925,0.001,-0.042624
-0.064472,0.002,-0.041406
-0.064997,0.003,-0.040182
-0.065499,0.004,-0.038952
-0.065978,0.005,-0.037717
-0.066434,0.006,-0.036476
-0.066868,0.007,-0.03523
-0.067278,0.008,-0.033981
-0.067665,0.009,-0.032727
-0.06803,0.01,-0.031471
-0.068371,0.011,-0.030211
-0.068689,0.012,-0.028948
-0.068984,0.013,-0.027684
-0.069257,0.014,-0.026417
-0.069506,0.015,-0.02515
-0.069733,0.016,-0.023881
-0.069936,0.017,-0.022612
-0.070117,0.018,-0.021343
-0.070275,0.019,-0.020074
-0.07041,0.02,-0.018806
-0.070523,0.021,-0.017539
-0.070613,0.022,-0.016273
-0.070681,0.023,-0.01501
-0.070726,0.024,-0.013748
-0.070749,0.025,-0.01249
-0.07075,0.026,-0.011234
-0.070728,0.027,-0.0099819
-0.070685,0.028,-0.0087337
-0.07062,0.029,-0.0074897
-0.070533,0.03,-0.0062504
-0.070425,0.031,-0.005016
-0.070295,0.032,-0.0037871
-0.070143,0.033,-0.0025639
-0.069971,0.034,-0.0013468
-0.069778,0.035,-0.00013615
-0.069564,0.036,0.0010676
-0.069329,0.037,0.0022642
-0.069074,0.038,0.0034533
-0.068799,0.039,0.0046345
-0.068503,0.04,0.0058074
-0.068188,0.041,0.0069718
-0.067853,0.042,0.0081273
-0.067499,0.043,0.0092735
-0.067125,0.044,0.01041
-0.066732,0.045,0.011537
-0.066321,0.046,0.012654
-0.065891,0.047,0.01376
-0.065442,0.048,0.014855
-0.064976,0.049,0.015939
-0.064492,0.05,0.017012
-0.06399,0.051,0.018073
-0.063471,0.052,0.019122
-0.062935,0.053,0.020159
-0.062382,0.054,0.021183
-0.061812,0.055,0.022195
-0.061226,0.056,0.023193
-0.060625,0.057,0.024178
-0.060007,0.058,0.02515
-0.059374,0.059,0.026107
-0.058726,0.06,0.027051
-0.058063,0.061,0.02798
-0.057386,0.062,0.028895
-0.056694,0.063,0.029794
-0.055989,0.064,0.030679
-0.05527,0.065,0.031549
-0.054537,0.066,0.032403
-0.053792,0.067,0.033242
-0.053034,0.068,0.034065
-0.052263,0.069,0.034872
-0.051481,0.07,0.035663
-0.050686,0.071,0.036437
-0.049881,0.072,0.037195
-0.049064,0.073,0.037936
-0.048237,0.074,0.038661
-0.047399,0.075,0.039368
-0.046551,0.076,0.040059
-0.045693,0.077,0.040732
-0.044826,0.078,0.041387
-0.04395,0.079,0.042025
-0.043066,0.08,0.042646
-0.042172,0.081,0.043249
-0.041271,0.082,0.043834
-0.040363,0.083,0.044401
-0.039446,0.084,0.04495
-0.038523,0.085,0.04548
-0.037594,0.086,0.045993
-0.036658,0.087,0.046488
-0.035716,0.088,0.046964
-0.034768,0.089,0.047421
-0.033816,0.09,0.04786
-0.032858,0.091,0.048281
-0.031896,0.092,0.048683
-0.03093,0.093,0.049067
-0.029959,0.094,0.049432
-0.028986,0.095,0.049779
-0.028009,0.096,0.050106
-0.02703,0.097,0.050416
-0.026048,0.098,0.050706
-0.025064,0.099,0.050978
-0.024078,0.1,0.051232
-0.023091,0.101,0.051467
-0.022103,0.102,0.051683
-0.021114,0.103,0.051881
-0.020124,0.104,0.05206
-0.019135,0.105,0.052221
-0.018146,0.106,0.052363
-0.017158,0.107,0.052487
-0.016171,0.108,0.052593
-0.015184,0.109,0.052681
-0.0142,0.11,0.05275
-0.013218,0.111,0.052802
-0.012238,0.112,0.052835
-0.01126,0.113,0.052851
-0.010286,0.114,0.052849
-0.0093143,0.115,0.052829
-0.0083466,0.116,0.052791
-0.0073828,0.117,0.052737
-0.0064232,0.118,0.052664
-0.0054681,0.119,0.052575
-0.0045178,0.12,0.052469
-0.0035727,0.121,0.052345
-0.0026329,0.122,0.052205
-0.0016989,0.123,0.052049
-0.00077084,0.124,0.051875
0.0001509,0.125,0.051686
0.0010661,0.126,0.05148
0.0019744,0.127,0.051259
0.0028756,0.128,0.051021
0.0037694,0.129,0.050768
0.0046555,0.13,0.050499
0.0055337,0.131,0.050215
0.0064037,0.132,0.049916
0.0072652,0.133,0.049602
0.0081181,0.134,0.049274
0.0089619,0.135,0.048931
0.0097966,0.136,0.048574
0.010622,0.137,0.048202
0.011437,0.138,0.047817
0.012243,0.139,0.047418
0.013039,0.14,0.047006
0.013824,0.141,0.04658
0.014599,0.142,0.046142
0.015362,0.143,0.045691
0.016115,0.144,0.045227
0.016857,0.145,0.044751
0.017587,0.146,0.044263
0.018306,0.147,0.043763
0.019013,0.148,0.043252
0.019708,0.149,0.04273
0.020391,0.15,0.042197
0.021062,0.151,0.041652
0.02172,0.152,0.041098
0.022366,0.153,0.040533
0.022999,0.154,0.039958
0.023619,0.155,0.039374
0.024226,0.156,0.03878
0.02482,0.157,0.038177
0.0254,0.158,0.037566
0.025967,0.159,0.036945
0.02652,0.16,0.036316
0.02706,0.161,0.03568
0.027586,0.162,0.035035
0.028098,0.163,0.034383
0.028596,0.164,0.033724
0.02908,0.165,0.033058
0.02955,0.166,0.032386
0.030005,0.167,0.031707
0.030446,0.168,0.031022
0.030873,0.169,0.030332
0.031285,0.17,0.029635
0.031683,0.171,0.028934
0.032066,0.172,0.028228
0.032434,0.173,0.027517
0.032788,0.174,0.026802
0.033127,0.175,0.026083
0.033451,0.176,0.025361
0.03376,0.177,0.024635
0.034055,0.178,0.023905
0.034335,0.179,0.023173
0.0346,0.18,0.022439
0.03485,0.181,0.021702
0.035085,0.182,0.020963
0.035305,0.183,0.020223
0.035511,0.184,0.019481
0.035702,0.185,0.018738
0.035878,0.186,0.017994
0.036039,0.187,0.01725
0.036186,0.188,0.016505
0.036317,0.189,0.015761
0.036435,0.19,0.015016
0.036537,0.191,0.014273
0.036625,0.192,0.01353
0.036699,0.193,0.012788
0.036758,0.194,0.012048
0.036803,0.195,0.01131
0.036834,0.196,0.010573
0.03685,0.197,0.0098391
0.036852,0.198,0.0091074
0.036841,0.199,0.0083784
0.036815,0.2,0.0076524
0.036776,0.201,0.0069297
0.036722,0.202,0.0062106
0.036656,0.203,0.0054953
0.036575,0.204,0.004784
0.036482,0.205,0.004077
0.036375,0.206,0.0033745
0.036255,0.207,0.0026768
0.036122,0.208,0.0019842
0.035976,0.209,0.0012968
0.035818,0.21,0.00061489
0.035647,0.211,-6.1282e-05
0.035463,0.212,-0.00073151
0.035268,0.213,-0.0013956
0.03506,0.214,-0.0020532
0.03484,0.215,-0.0027043
0.034608,0.216,-0.0033485
0.034365,0.217,-0.0039857
0.03411,0.218,-0.0046157
0.033845,0.219,-0.0052382
0.033568,0.22,-0.0058531
0.03328,0.221,-0.0064601
0.032981,0.222,-0.0070591
0.032672,0.223,-0.00765
0.032352,0.224,-0.0082324
0.032023,0.225,-0.0088063
0.031683,0.226,-0.0093714
0.031334,0.227,-0.0099276
0.030975,0.228,-0.010475
0.030606,0.229,-0.011013
0.030229,0.23,-0.011541
0.029843,0.231,-0.01206
0.029447,0.232,-0.012569
0.029044,0.233,-0.013069
0.028632,0.234,-0.013558
0.028212,0.235,-0.014038
0.027785,0.236,-0.014507
0.027349,0.237,-0.014966
0.026907,0.238,-0.015414
0.026457,0.239,-0.015852
0.026,0.24,-0.016279
0.025537,0.241,-0.016695
0.025067,0.242,-0.0171
0.024591,0.243,-0.017495
0.024108,0.244,-0.017878
0.023621,0.245,-0.01825
0.023127,0.246,-0.01861
0.022629,0.247,-0.01896
0.022125,0.248,-0.019298
0.021617,0.249,-0.019624
0.021104,0.25,-0.019939
0.020586,0.251,-0.020242
0.020065,0.252,-0.020534
0.01954,0.253,-0.020814
0.019011,0.254,-0.021082
0.018479,0.255,-0.021339
0.017944,0.256,-0.021583
0.017406,0.257,-0.021816
0.016866,0.258,-0.022037
0.016323,0.259,-0.022246
0.015778,0.26,-0.022443
0.015231,0.261,-0.022628
0.014683,0.262,-0.022802
0.014133,0.263,-0.022963
0.013583,0.264,-0.023113
0.013031,0.265,-0.02325
0.012479,0.266,-0.023376
0.011926,0.267,-0.02349
0.011373,0.268,-0.023592
0.01082,0.269,-0.023682
0.010268,0.27,-0.02376
0.0097158,0.271,-0.023827
0.0091648,0.272,-0.023882
0.0086147,0.273,-0.023926
0.008066,0.274,-0.023957
0.0075187,0.275,-0.023978
0.0069732,0.276,-0.023987
0.0064296,0.277,-0.023984
0.0058882,0.278,-0.02397
0.0053493,0.279,-0.023945
0.0048129,0.28,-0.023909
0.0042795,0.281,-0.023861
0.0037491,0.282,-0.023803
0.0032219,0.283,-0.023734
0.0026983,0.284,-0.023653
0.0021785,0.285,-0.023563
0.0016625,0.286,-0.023461
0.0011507,0.287,-0.023349
0.00064318,0.288,-0.023227
0.00014022,0.289,-0.023094
-0.00035799,0.29,-0.022951
-0.00085127,0.291,-0.022799
-0.0013394,0.292,-0.022636
-0.0018223,0.293,-0.022464
-0.0022996,0.294,-0.022281
-0.0027712,0.295,-0.02209
-0.003237,0.296,-0.021889
-0.0036967,0.297,-0.021679
-0.0041502,0.298,-0.02146
-0.0045973,0.299,-0.021231
-0.0050378,0.3,-0.020995
-0.0054716,0.301,-0.020749
-0.0058985,0.302,-0.020495
-0.0063184,0.303,-0.020233
-0.0067311,0.304,-0.019963
-0.0071364,0.305,-0.019684
-0.0075342,0.306,-0.019398
-0.0079244,0.307,-0.019105
-0.0083067,0.308,-0.018804
-0.0086812,0.309,-0.018495
-0.0090476,0.31,-0.01818
-0.0094059,0.311,-0.017858
-0.0097558,0.312,-0.017529
-0.010097,0.313,-0.017194
-0.01043,0.314,-0.016852
-0.010755,0.315,-0.016504
-0.01107,0.316,-0.01615
-0.011377,0.317,-0.015791
-0.011675,0.318,-0.015426
-0.011963,0.319,-0.015056
-0.012243,0.32,-0.01468
-0.012513,0.321,-0.0143
-0.012774,0.322,-0.013915
-0.013026,0.323,-0.013525
-0.013268,0.324,-0.013132
-0.0135,0.325,-0.012734
-0.013723,0.326,-0.012332
-0.013937,0.327,-0.011926
-0.01414,0.328,-0.011517
-0.014334,0.329,-0.011105
-0.014518,0.33,-0.01069
-0.014692,0.331,-0.010272
-0.014856,0.332,-0.0098512
-0.015011,0.333,-0.0094281
-0.015155,0.334,-0.0090029
-0.015289,0.335,-0.0085757
