"time
References : ['vcap512']
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real","vcap512
References : []
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real"
375.6 psec,0.03755E-66V
375.7 psec,0.04507E-66V
375.8 psec,0.05410E-66V
375.9 psec,0.06492E-66V
376.0 psec,0.07791E-66V
376.1 psec,0.09348E-66V
376.2 psec,0.1121E-66V
376.3 psec,0.1345E-66V
376.4 psec,0.1614E-66V
376.5 psec,0.1936E-66V
376.6 psec,0.2321E-66V
376.7 psec,0.2783E-66V
376.8 psec,0.3337E-66V
376.9 psec,0.4001E-66V
377.0 psec,0.4797E-66V
377.1 psec,0.5749E-66V
377.2 psec,0.6891E-66V
377.3 psec,0.8258E-66V
377.4 psec,0.9895E-66V
377.5 psec,1.186E-66V
377.6 psec,1.420E-66V
377.7 psec,1.701E-66V
377.8 psec,2.038E-66V
377.9 psec,2.441E-66V
378.0 psec,2.923E-66V
378.1 psec,3.500E-66V
378.2 psec,4.190E-66V
378.3 psec,5.016E-66V
378.4 psec,6.005E-66V
378.5 psec,7.187E-66V
378.6 psec,8.601E-66V
378.7 psec,0.01029E-63V
378.8 psec,0.01232E-63V
378.9 psec,0.01473E-63V
379.0 psec,0.01763E-63V
379.1 psec,0.02109E-63V
379.2 psec,0.02522E-63V
379.3 psec,0.03016E-63V
379.4 psec,0.03607E-63V
379.5 psec,0.04312E-63V
379.6 psec,0.05156E-63V
379.7 psec,0.06163E-63V
379.8 psec,0.07367E-63V
379.9 psec,0.08805E-63V
380.0 psec,0.1052E-63V
380.1 psec,0.1257E-63V
380.2 psec,0.1502E-63V
380.3 psec,0.1795E-63V
380.4 psec,0.2144E-63V
380.5 psec,0.2561E-63V
380.6 psec,0.3059E-63V
380.7 psec,0.3653E-63V
380.8 psec,0.4361E-63V
380.9 psec,0.5207E-63V
381.0 psec,0.6217E-63V
381.1 psec,0.7421E-63V
381.2 psec,0.8858E-63V
381.3 psec,1.057E-63V
381.4 psec,1.262E-63V
381.5 psec,1.505E-63V
381.6 psec,1.796E-63V
381.7 psec,2.143E-63V
381.8 psec,2.556E-63V
381.9 psec,3.048E-63V
382.0 psec,3.636E-63V
382.1 psec,4.335E-63V
382.2 psec,5.169E-63V
382.3 psec,6.163E-63V
382.4 psec,7.347E-63V
382.5 psec,8.758E-63V
382.6 psec,0.01044E-60V
382.7 psec,0.01244E-60V
382.8 psec,0.01482E-60V
382.9 psec,0.01766E-60V
383.0 psec,0.02104E-60V
383.1 psec,0.02507E-60V
383.2 psec,0.02986E-60V
383.3 psec,0.03557E-60V
383.4 psec,0.04236E-60V
383.5 psec,0.05044E-60V
383.6 psec,0.06006E-60V
383.7 psec,0.07150E-60V
383.8 psec,0.08511E-60V
383.9 psec,0.1013E-60V
384.0 psec,0.1206E-60V
384.1 psec,0.1435E-60V
384.2 psec,0.1708E-60V
384.3 psec,0.2032E-60V
384.4 psec,0.2417E-60V
384.5 psec,0.2875E-60V
384.6 psec,0.3420E-60V
384.7 psec,0.4068E-60V
384.8 psec,0.4837E-60V
384.9 psec,0.5752E-60V
385.0 psec,0.6839E-60V
385.1 psec,0.8130E-60V
385.2 psec,0.9665E-60V
385.3 psec,1.149E-60V
385.4 psec,1.365E-60V
385.5 psec,1.622E-60V
385.6 psec,1.928E-60V
385.7 psec,2.291E-60V
385.8 psec,2.721E-60V
385.9 psec,3.232E-60V
386.0 psec,3.839E-60V
386.1 psec,4.560E-60V
386.2 psec,5.415E-60V
386.3 psec,6.430E-60V
386.4 psec,7.634E-60V
386.5 psec,9.062E-60V
386.6 psec,0.01076E-57V
386.7 psec,0.01277E-57V
386.8 psec,0.01515E-57V
386.9 psec,0.01798E-57V
387.0 psec,0.02134E-57V
387.1 psec,0.02531E-57V
387.2 psec,0.03003E-57V
387.3 psec,0.03562E-57V
387.4 psec,0.04225E-57V
387.5 psec,0.05011E-57V
387.6 psec,0.05942E-57V
387.7 psec,0.07046E-57V
387.8 psec,0.08353E-57V
387.9 psec,0.09902E-57V
388.0 psec,0.1174E-57V
388.1 psec,0.1391E-57V
388.2 psec,0.1649E-57V
388.3 psec,0.1954E-57V
388.4 psec,0.2315E-57V
388.5 psec,0.2743E-57V
388.6 psec,0.3249E-57V
388.7 psec,0.3849E-57V
388.8 psec,0.4558E-57V
388.9 psec,0.5398E-57V
389.0 psec,0.6392E-57V
389.1 psec,0.7569E-57V
389.2 psec,0.8961E-57V
389.3 psec,1.061E-57V
389.4 psec,1.256E-57V
389.5 psec,1.486E-57V
389.6 psec,1.759E-57V
389.7 psec,2.081E-57V
389.8 psec,2.462E-57V
389.9 psec,2.913E-57V
390.0 psec,3.446E-57V
390.1 psec,4.076E-57V
390.2 psec,4.821E-57V
390.3 psec,5.701E-57V
390.4 psec,6.742E-57V
390.5 psec,7.971E-57V
390.6 psec,9.424E-57V
390.7 psec,0.01114E-54V
390.8 psec,0.01317E-54V
390.9 psec,0.01556E-54V
391.0 psec,0.01839E-54V
391.1 psec,0.02173E-54V
391.2 psec,0.02568E-54V
391.3 psec,0.03034E-54V
391.4 psec,0.03583E-54V
391.5 psec,0.04233E-54V
391.6 psec,0.04999E-54V
391.7 psec,0.05904E-54V
391.8 psec,0.06971E-54V
391.9 psec,0.08231E-54V
392.0 psec,0.09717E-54V
392.1 psec,0.1147E-54V
392.2 psec,0.1354E-54V
392.3 psec,0.1598E-54V
392.4 psec,0.1886E-54V
392.5 psec,0.2225E-54V
392.6 psec,0.2625E-54V
392.7 psec,0.3097E-54V
392.8 psec,0.3653E-54V
392.9 psec,0.4309E-54V
393.0 psec,0.5082E-54V
393.1 psec,0.5993E-54V
393.2 psec,0.7067E-54V
393.3 psec,0.8332E-54V
393.4 psec,0.9823E-54V
393.5 psec,1.158E-54V
393.6 psec,1.365E-54V
393.7 psec,1.609E-54V
393.8 psec,1.896E-54V
393.9 psec,2.234E-54V
394.0 psec,2.632E-54V
394.1 psec,3.100E-54V
394.2 psec,3.652E-54V
394.3 psec,4.302E-54V
394.4 psec,5.066E-54V
394.5 psec,5.966E-54V
394.6 psec,7.025E-54V
394.7 psec,8.271E-54V
394.8 psec,9.737E-54V
394.9 psec,0.01146E-51V
395.0 psec,0.01349E-51V
395.1 psec,0.01588E-51V
395.2 psec,0.01868E-51V
395.3 psec,0.02199E-51V
395.4 psec,0.02587E-51V
395.5 psec,0.03043E-51V
395.6 psec,0.03580E-51V
395.7 psec,0.04210E-51V
395.8 psec,0.04952E-51V
395.9 psec,0.05823E-51V
396.0 psec,0.06847E-51V
396.1 psec,0.08050E-51V
396.2 psec,0.09464E-51V
396.3 psec,0.1112E-51V
396.4 psec,0.1308E-51V
396.5 psec,0.1537E-51V
396.6 psec,0.1806E-51V
396.7 psec,0.2122E-51V
396.8 psec,0.2493E-51V
396.9 psec,0.2929E-51V
397.0 psec,0.3440E-51V
397.1 psec,0.4041E-51V
397.2 psec,0.4746E-51V
397.3 psec,0.5573E-51V
397.4 psec,0.6544E-51V
397.5 psec,0.7683E-51V
397.6 psec,0.9020E-51V
397.7 psec,1.059E-51V
397.8 psec,1.243E-51V
397.9 psec,1.458E-51V
398.0 psec,1.711E-51V
398.1 psec,2.008E-51V
398.2 psec,2.356E-51V
398.3 psec,2.764E-51V
398.4 psec,3.242E-51V
398.5 psec,3.803E-51V
398.6 psec,4.460E-51V
398.7 psec,5.230E-51V
398.8 psec,6.133E-51V
398.9 psec,7.190E-51V
399.0 psec,8.429E-51V
399.1 psec,9.881E-51V
399.2 psec,0.01158E-48V
399.3 psec,0.01357E-48V
399.4 psec,0.01591E-48V
399.5 psec,0.01864E-48V
399.6 psec,0.02184E-48V
399.7 psec,0.02558E-48V
399.8 psec,0.02997E-48V
399.9 psec,0.03510E-48V
400.0 psec,0.04110E-48V
400.1 psec,0.04814E-48V
400.2 psec,0.05636E-48V
400.3 psec,0.06599E-48V
400.4 psec,0.07725E-48V
400.5 psec,0.09043E-48V
400.6 psec,0.1058E-48V
400.7 psec,0.1239E-48V
400.8 psec,0.1450E-48V
400.9 psec,0.1696E-48V
401.0 psec,0.1985E-48V
401.1 psec,0.2322E-48V
401.2 psec,0.2716E-48V
401.3 psec,0.3176E-48V
401.4 psec,0.3715E-48V
401.5 psec,0.4344E-48V
401.6 psec,0.5080E-48V
401.7 psec,0.5939E-48V
401.8 psec,0.6943E-48V
401.9 psec,0.8116E-48V
402.0 psec,0.9486E-48V
402.1 psec,1.109E-48V
402.2 psec,1.296E-48V
402.3 psec,1.514E-48V
402.4 psec,1.769E-48V
402.5 psec,2.066E-48V
402.6 psec,2.414E-48V
402.7 psec,2.819E-48V
402.8 psec,3.292E-48V
402.9 psec,3.845E-48V
403.0 psec,4.490E-48V
403.1 psec,5.242E-48V
403.2 psec,6.119E-48V
403.3 psec,7.143E-48V
403.4 psec,8.338E-48V
403.5 psec,9.731E-48V
403.6 psec,0.01136E-45V
403.7 psec,0.01325E-45V
403.8 psec,0.01546E-45V
403.9 psec,0.01803E-45V
404.0 psec,0.02104E-45V
404.1 psec,0.02454E-45V
404.2 psec,0.02862E-45V
404.3 psec,0.03337E-45V
404.4 psec,0.03891E-45V
404.5 psec,0.04537E-45V
404.6 psec,0.05289E-45V
404.7 psec,0.06166E-45V
404.8 psec,0.07187E-45V
404.9 psec,0.08376E-45V
405.0 psec,0.09761E-45V
405.1 psec,0.1137E-45V
405.2 psec,0.1325E-45V
405.3 psec,0.1544E-45V
405.4 psec,0.1798E-45V
405.5 psec,0.2095E-45V
405.6 psec,0.2440E-45V
405.7 psec,0.2841E-45V
405.8 psec,0.3308E-45V
405.9 psec,0.3852E-45V
406.0 psec,0.4484E-45V
406.1 psec,0.5220E-45V
406.2 psec,0.6075E-45V
406.3 psec,0.7071E-45V
406.4 psec,0.8229E-45V
406.5 psec,0.9575E-45V
406.6 psec,1.114E-45V
406.7 psec,1.296E-45V
406.8 psec,1.508E-45V
406.9 psec,1.754E-45V
407.0 psec,2.040E-45V
407.1 psec,2.372E-45V
407.2 psec,2.758E-45V
407.3 psec,3.207E-45V
407.4 psec,3.728E-45V
407.5 psec,4.334E-45V
407.6 psec,5.037E-45V
407.7 psec,5.854E-45V
407.8 psec,6.803E-45V
407.9 psec,7.905E-45V
408.0 psec,9.185E-45V
408.1 psec,0.01067E-42V
408.2 psec,0.01240E-42V
408.3 psec,0.01440E-42V
408.4 psec,0.01672E-42V
408.5 psec,0.01942E-42V
408.6 psec,0.02255E-42V
408.7 psec,0.02618E-42V
408.8 psec,0.03040E-42V
408.9 psec,0.03529E-42V
409.0 psec,0.04096E-42V
409.1 psec,0.04754E-42V
409.2 psec,0.05517E-42V
409.3 psec,0.06402E-42V
409.4 psec,0.07428E-42V
409.5 psec,0.08617E-42V
409.6 psec,0.09996E-42V
409.7 psec,0.1160E-42V
409.8 psec,0.1345E-42V
409.9 psec,0.1560E-42V
410.0 psec,0.1808E-42V
410.1 psec,0.2097E-42V
410.2 psec,0.2431E-42V
410.3 psec,0.2818E-42V
410.4 psec,0.3267E-42V
410.5 psec,0.3786E-42V
410.6 psec,0.4388E-42V
410.7 psec,0.5084E-42V
410.8 psec,0.5891E-42V
410.9 psec,0.6825E-42V
411.0 psec,0.7907E-42V
411.1 psec,0.9158E-42V
411.2 psec,1.061E-42V
411.3 psec,1.228E-42V
411.4 psec,1.422E-42V
411.5 psec,1.647E-42V
411.6 psec,1.907E-42V
411.7 psec,2.207E-42V
411.8 psec,2.555E-42V
411.9 psec,2.957E-42V
412.0 psec,3.423E-42V
412.1 psec,3.961E-42V
412.2 psec,4.583E-42V
412.3 psec,5.302E-42V
412.4 psec,6.133E-42V
412.5 psec,7.095E-42V
412.6 psec,8.206E-42V
412.7 psec,9.490E-42V
412.8 psec,0.01097E-39V
412.9 psec,0.01269E-39V
413.0 psec,0.01467E-39V
413.1 psec,0.01696E-39V
413.2 psec,0.01960E-39V
413.3 psec,0.02266E-39V
413.4 psec,0.02619E-39V
413.5 psec,0.03026E-39V
413.6 psec,0.03496E-39V
413.7 psec,0.04040E-39V
413.8 psec,0.04667E-39V
413.9 psec,0.05391E-39V
414.0 psec,0.06226E-39V
414.1 psec,0.07191E-39V
414.2 psec,0.08304E-39V
414.3 psec,0.09588E-39V
414.4 psec,0.1107E-39V
414.5 psec,0.1278E-39V
414.6 psec,0.1475E-39V
414.7 psec,0.1703E-39V
414.8 psec,0.1965E-39V
414.9 psec,0.2268E-39V
415.0 psec,0.2617E-39V
415.1 psec,0.3019E-39V
415.2 psec,0.3483E-39V
415.3 psec,0.4017E-39V
415.4 psec,0.4634E-39V
415.5 psec,0.5344E-39V
415.6 psec,0.6163E-39V
415.7 psec,0.7106E-39V
415.8 psec,0.8193E-39V
415.9 psec,0.9445E-39V
416.0 psec,1.089E-39V
416.1 psec,1.255E-39V
416.2 psec,1.446E-39V
416.3 psec,1.667E-39V
416.4 psec,1.921E-39V
416.5 psec,2.213E-39V
416.6 psec,2.549E-39V
416.7 psec,2.937E-39V
416.8 psec,3.382E-39V
416.9 psec,3.896E-39V
417.0 psec,4.486E-39V
417.1 psec,5.166E-39V
417.2 psec,5.948E-39V
417.3 psec,6.847E-39V
417.4 psec,7.882E-39V
417.5 psec,9.073E-39V
417.6 psec,0.01044E-36V
417.7 psec,0.01202E-36V
417.8 psec,0.01383E-36V
417.9 psec,0.01591E-36V
418.0 psec,0.01830E-36V
418.1 psec,0.02105E-36V
418.2 psec,0.02422E-36V
418.3 psec,0.02785E-36V
418.4 psec,0.03203E-36V
418.5 psec,0.03683E-36V
418.6 psec,0.04235E-36V
418.7 psec,0.04869E-36V
418.8 psec,0.05597E-36V
418.9 psec,0.06433E-36V
419.0 psec,0.07394E-36V
419.1 psec,0.08497E-36V
419.2 psec,0.09764E-36V
419.3 psec,0.1122E-36V
419.4 psec,0.1289E-36V
419.5 psec,0.1481E-36V
419.6 psec,0.1701E-36V
419.7 psec,0.1953E-36V
419.8 psec,0.2243E-36V
419.9 psec,0.2576E-36V
420.0 psec,0.2958E-36V
420.1 psec,0.3395E-36V
420.2 psec,0.3898E-36V
420.3 psec,0.4474E-36V
420.4 psec,0.5135E-36V
420.5 psec,0.5893E-36V
420.6 psec,0.6763E-36V
420.7 psec,0.7759E-36V
420.8 psec,0.8902E-36V
420.9 psec,1.021E-36V
421.0 psec,1.171E-36V
421.1 psec,1.344E-36V
421.2 psec,1.541E-36V
421.3 psec,1.767E-36V
421.4 psec,2.026E-36V
421.5 psec,2.323E-36V
421.6 psec,2.663E-36V
421.7 psec,3.052E-36V
421.8 psec,3.498E-36V
421.9 psec,4.009E-36V
422.0 psec,4.594E-36V
422.1 psec,5.264E-36V
422.2 psec,6.031E-36V
422.3 psec,6.909E-36V
422.4 psec,7.914E-36V
422.5 psec,9.064E-36V
422.6 psec,0.01038E-33V
422.7 psec,0.01189E-33V
422.8 psec,0.01361E-33V
422.9 psec,0.01558E-33V
423.0 psec,0.01784E-33V
423.1 psec,0.02042E-33V
423.2 psec,0.02337E-33V
423.3 psec,0.02675E-33V
423.4 psec,0.03061E-33V
423.5 psec,0.03503E-33V
423.6 psec,0.04007E-33V
423.7 psec,0.04584E-33V
423.8 psec,0.05244E-33V
423.9 psec,0.05998E-33V
424.0 psec,0.06860E-33V
424.1 psec,0.07845E-33V
424.2 psec,0.08970E-33V
424.3 psec,0.1026E-33V
424.4 psec,0.1172E-33V
424.5 psec,0.1340E-33V
424.6 psec,0.1532E-33V
424.7 psec,0.1751E-33V
424.8 psec,0.2001E-33V
424.9 psec,0.2286E-33V
425.0 psec,0.2612E-33V
425.1 psec,0.2984E-33V
425.2 psec,0.3408E-33V
425.3 psec,0.3893E-33V
425.4 psec,0.4446E-33V
425.5 psec,0.5077E-33V
425.6 psec,0.5798E-33V
425.7 psec,0.6619E-33V
425.8 psec,0.7557E-33V
425.9 psec,0.8626E-33V
426.0 psec,0.9846E-33V
426.1 psec,1.124E-33V
426.2 psec,1.282E-33V
426.3 psec,1.463E-33V
426.4 psec,1.670E-33V
426.5 psec,1.905E-33V
426.6 psec,2.173E-33V
426.7 psec,2.478E-33V
426.8 psec,2.826E-33V
426.9 psec,3.223E-33V
427.0 psec,3.675E-33V
427.1 psec,4.191E-33V
427.2 psec,4.777E-33V
427.3 psec,5.446E-33V
427.4 psec,6.207E-33V
427.5 psec,7.075E-33V
427.6 psec,8.062E-33V
427.7 psec,9.187E-33V
427.8 psec,0.01047E-30V
427.9 psec,0.01192E-30V
428.0 psec,0.01358E-30V
428.1 psec,0.01547E-30V
428.2 psec,0.01762E-30V
428.3 psec,0.02007E-30V
428.4 psec,0.02285E-30V
428.5 psec,0.02602E-30V
428.6 psec,0.02962E-30V
428.7 psec,0.03372E-30V
428.8 psec,0.03838E-30V
428.9 psec,0.04368E-30V
429.0 psec,0.04971E-30V
429.1 psec,0.05657E-30V
429.2 psec,0.06436E-30V
429.3 psec,0.07323E-30V
429.4 psec,0.08330E-30V
429.5 psec,0.09475E-30V
429.6 psec,0.1078E-30V
429.7 psec,0.1226E-30V
429.8 psec,0.1394E-30V
429.9 psec,0.1584E-30V
430.0 psec,0.1801E-30V
430.1 psec,0.2048E-30V
430.2 psec,0.2328E-30V
430.3 psec,0.2646E-30V
430.4 psec,0.3006E-30V
430.5 psec,0.3416E-30V
430.6 psec,0.3882E-30V
430.7 psec,0.4410E-30V
430.8 psec,0.5010E-30V
430.9 psec,0.5690E-30V
431.0 psec,0.6463E-30V
431.1 psec,0.7340E-30V
431.2 psec,0.8335E-30V
431.3 psec,0.9463E-30V
431.4 psec,1.074E-30V
431.5 psec,1.220E-30V
431.6 psec,1.384E-30V
431.7 psec,1.571E-30V
431.8 psec,1.783E-30V
431.9 psec,2.023E-30V
432.0 psec,2.296E-30V
432.1 psec,2.605E-30V
432.2 psec,2.955E-30V
432.3 psec,3.352E-30V
432.4 psec,3.802E-30V
432.5 psec,4.311E-30V
432.6 psec,4.889E-30V
432.7 psec,5.543E-30V
432.8 psec,6.284E-30V
432.9 psec,7.124E-30V
433.0 psec,8.075E-30V
433.1 psec,9.153E-30V
433.2 psec,0.01037E-27V
433.3 psec,0.01175E-27V
433.4 psec,0.01332E-27V
433.5 psec,0.01509E-27V
433.6 psec,0.01709E-27V
433.7 psec,0.01936E-27V
433.8 psec,0.02193E-27V
433.9 psec,0.02483E-27V
434.0 psec,0.02812E-27V
434.1 psec,0.03184E-27V
434.2 psec,0.03605E-27V
434.3 psec,0.04081E-27V
434.4 psec,0.04619E-27V
434.5 psec,0.05228E-27V
434.6 psec,0.05917E-27V
434.7 psec,0.06696E-27V
434.8 psec,0.07576E-27V
434.9 psec,0.08571E-27V
435.0 psec,0.09696E-27V
435.1 psec,0.1097E-27V
435.2 psec,0.1241E-27V
435.3 psec,0.1403E-27V
435.4 psec,0.1586E-27V
435.5 psec,0.1794E-27V
435.6 psec,0.2028E-27V
435.7 psec,0.2293E-27V
435.8 psec,0.2591E-27V
435.9 psec,0.2929E-27V
436.0 psec,0.3310E-27V
436.1 psec,0.3741E-27V
436.2 psec,0.4226E-27V
436.3 psec,0.4775E-27V
436.4 psec,0.5394E-27V
436.5 psec,0.6093E-27V
436.6 psec,0.6882E-27V
436.7 psec,0.7772E-27V
436.8 psec,0.8776E-27V
436.9 psec,0.9910E-27V
437.0 psec,1.119E-27V
437.1 psec,1.263E-27V
437.2 psec,1.426E-27V
437.3 psec,1.609E-27V
437.4 psec,1.816E-27V
437.5 psec,2.049E-27V
437.6 psec,2.312E-27V
437.7 psec,2.609E-27V
437.8 psec,2.943E-27V
437.9 psec,3.319E-27V
438.0 psec,3.744E-27V
438.1 psec,4.222E-27V
438.2 psec,4.761E-27V
438.3 psec,5.368E-27V
438.4 psec,6.052E-27V
438.5 psec,6.823E-27V
438.6 psec,7.691E-27V
438.7 psec,8.668E-27V
438.8 psec,9.769E-27V
438.9 psec,0.01101E-24V
439.0 psec,0.01240E-24V
439.1 psec,0.01397E-24V
439.2 psec,0.01574E-24V
439.3 psec,0.01773E-24V
439.4 psec,0.01997E-24V
439.5 psec,0.02249E-24V
439.6 psec,0.02533E-24V
439.7 psec,0.02852E-24V
439.8 psec,0.03211E-24V
439.9 psec,0.03614E-24V
440.0 psec,0.04068E-24V
440.1 psec,0.04579E-24V
440.2 psec,0.05153E-24V
440.3 psec,0.05798E-24V
440.4 psec,0.06524E-24V
440.5 psec,0.07340E-24V
440.6 psec,0.08257E-24V
440.7 psec,0.09288E-24V
440.8 psec,0.1045E-24V
440.9 psec,0.1175E-24V
441.0 psec,0.1321E-24V
441.1 psec,0.1485E-24V
441.2 psec,0.1670E-24V
441.3 psec,0.1877E-24V
441.4 psec,0.2110E-24V
441.5 psec,0.2372E-24V
441.6 psec,0.2665E-24V
441.7 psec,0.2995E-24V
441.8 psec,0.3365E-24V
441.9 psec,0.3780E-24V
442.0 psec,0.4247E-24V
442.1 psec,0.4770E-24V
442.2 psec,0.5357E-24V
442.3 psec,0.6016E-24V
442.4 psec,0.6756E-24V
442.5 psec,0.7585E-24V
442.6 psec,0.8516E-24V
442.7 psec,0.9560E-24V
442.8 psec,1.073E-24V
442.9 psec,1.204E-24V
443.0 psec,1.352E-24V
443.1 psec,1.517E-24V
443.2 psec,1.702E-24V
443.3 psec,1.909E-24V
443.4 psec,2.141E-24V
443.5 psec,2.402E-24V
443.6 psec,2.694E-24V
443.7 psec,3.021E-24V
443.8 psec,3.387E-24V
443.9 psec,3.798E-24V
444.0 psec,4.258E-24V
444.1 psec,4.773E-24V
444.2 psec,5.350E-24V
444.3 psec,5.996E-24V
444.4 psec,6.719E-24V
444.5 psec,7.529E-24V
444.6 psec,8.436E-24V
444.7 psec,9.451E-24V
444.8 psec,0.01059E-21V
444.9 psec,0.01186E-21V
445.0 psec,0.01328E-21V
445.1 psec,0.01487E-21V
445.2 psec,0.01665E-21V
445.3 psec,0.01864E-21V
445.4 psec,0.02087E-21V
445.5 psec,0.02336E-21V
445.6 psec,0.02615E-21V
445.7 psec,0.02927E-21V
445.8 psec,0.03275E-21V
445.9 psec,0.03665E-21V
446.0 psec,0.04100E-21V
446.1 psec,0.04587E-21V
446.2 psec,0.05131E-21V
446.3 psec,0.05739E-21V
446.4 psec,0.06418E-21V
446.5 psec,0.07177E-21V
446.6 psec,0.08025E-21V
446.7 psec,0.08972E-21V
446.8 psec,0.1003E-21V
446.9 psec,0.1121E-21V
447.0 psec,0.1253E-21V
447.1 psec,0.1400E-21V
447.2 psec,0.1565E-21V
447.3 psec,0.1749E-21V
447.4 psec,0.1953E-21V
447.5 psec,0.2182E-21V
447.6 psec,0.2438E-21V
447.7 psec,0.2723E-21V
447.8 psec,0.3040E-21V
447.9 psec,0.3395E-21V
448.0 psec,0.3791E-21V
448.1 psec,0.4232E-21V
448.2 psec,0.4724E-21V
448.3 psec,0.5274E-21V
448.4 psec,0.5886E-21V
448.5 psec,0.6568E-21V
448.6 psec,0.7329E-21V
448.7 psec,0.8178E-21V
448.8 psec,0.9123E-21V
448.9 psec,1.018E-21V
449.0 psec,1.135E-21V
449.1 psec,1.266E-21V
449.2 psec,1.412E-21V
449.3 psec,1.574E-21V
449.4 psec,1.755E-21V
449.5 psec,1.957E-21V
449.6 psec,2.181E-21V
449.7 psec,2.431E-21V
449.8 psec,2.710E-21V
449.9 psec,3.020E-21V
450.0 psec,3.365E-21V
450.1 psec,3.749E-21V
450.2 psec,4.176E-21V
450.3 psec,4.652E-21V
450.4 psec,5.182E-21V
450.5 psec,5.771E-21V
450.6 psec,6.426E-21V
450.7 psec,7.155E-21V
450.8 psec,7.966E-21V
450.9 psec,8.868E-21V
451.0 psec,9.871E-21V
451.1 psec,0.01099E-18V
451.2 psec,0.01223E-18V
451.3 psec,0.01361E-18V
451.4 psec,0.01514E-18V
451.5 psec,0.01684E-18V
451.6 psec,0.01874E-18V
451.7 psec,0.02084E-18V
451.8 psec,0.02318E-18V
451.9 psec,0.02578E-18V
452.0 psec,0.02866E-18V
452.1 psec,0.03187E-18V
452.2 psec,0.03543E-18V
452.3 psec,0.03939E-18V
452.4 psec,0.04378E-18V
452.5 psec,0.04866E-18V
452.6 psec,0.05407E-18V
452.7 psec,0.06008E-18V
452.8 psec,0.06676E-18V
452.9 psec,0.07416E-18V
453.0 psec,0.08238E-18V
453.1 psec,0.09150E-18V
453.2 psec,0.1016E-18V
453.3 psec,0.1128E-18V
453.4 psec,0.1253E-18V
453.5 psec,0.1391E-18V
453.6 psec,0.1544E-18V
453.7 psec,0.1714E-18V
453.8 psec,0.1903E-18V
453.9 psec,0.2112E-18V
454.0 psec,0.2343E-18V
454.1 psec,0.2600E-18V
454.2 psec,0.2885E-18V
454.3 psec,0.3200E-18V
454.4 psec,0.3549E-18V
454.5 psec,0.3937E-18V
454.6 psec,0.4366E-18V
454.7 psec,0.4841E-18V
454.8 psec,0.5367E-18V
454.9 psec,0.5951E-18V
455.0 psec,0.6596E-18V
455.1 psec,0.7311E-18V
455.2 psec,0.8103E-18V
455.3 psec,0.8980E-18V
455.4 psec,0.9950E-18V
455.5 psec,1.102 aV
455.6 psec,1.221 aV
455.7 psec,1.353 aV
455.8 psec,1.498 aV
455.9 psec,1.659 aV
456.0 psec,1.838 aV
456.1 psec,2.035 aV
456.2 psec,2.253 aV
456.3 psec,2.494 aV
456.4 psec,2.760 aV
456.5 psec,3.055 aV
456.6 psec,3.381 aV
456.7 psec,3.741 aV
456.8 psec,4.140 aV
456.9 psec,4.580 aV
457.0 psec,5.066 aV
457.1 psec,5.604 aV
457.2 psec,6.197 aV
457.3 psec,6.854 aV
457.4 psec,7.578 aV
457.5 psec,8.379 aV
457.6 psec,9.263 aV
457.7 psec,10.24 aV
457.8 psec,11.32 aV
457.9 psec,12.51 aV
458.0 psec,13.82 aV
458.1 psec,15.27 aV
458.2 psec,16.87 aV
458.3 psec,18.64 aV
458.4 psec,20.59 aV
458.5 psec,22.74 aV
458.6 psec,25.11 aV
458.7 psec,27.73 aV
458.8 psec,30.62 aV
458.9 psec,33.80 aV
459.0 psec,37.31 aV
459.1 psec,41.18 aV
459.2 psec,45.45 aV
459.3 psec,50.16 aV
459.4 psec,55.34 aV
459.5 psec,61.06 aV
459.6 psec,67.36 aV
459.7 psec,74.30 aV
459.8 psec,81.95 aV
459.9 psec,90.38 aV
460.0 psec,99.66 aV
460.1 psec,109.9 aV
460.2 psec,121.1 aV
460.3 psec,133.6 aV
460.4 psec,147.2 aV
460.5 psec,162.2 aV
460.6 psec,178.8 aV
460.7 psec,197.0 aV
460.8 psec,217.1 aV
460.9 psec,239.1 aV
461.0 psec,263.4 aV
461.1 psec,290.1 aV
461.2 psec,319.5 aV
461.3 psec,351.8 aV
461.4 psec,387.4 aV
461.5 psec,426.5 aV
461.6 psec,469.5 aV
461.7 psec,516.8 aV
461.8 psec,568.8 aV
461.9 psec,626.0 aV
462.0 psec,688.8 aV
462.1 psec,757.9 aV
462.2 psec,833.7 aV
462.3 psec,917.1 aV
462.4 psec,1.009 fV
462.5 psec,1.109 fV
462.6 psec,1.220 fV
462.7 psec,1.341 fV
462.8 psec,1.475 fV
462.9 psec,1.621 fV
463.0 psec,1.782 fV
463.1 psec,1.959 fV
463.2 psec,2.152 fV
463.3 psec,2.365 fV
463.4 psec,2.599 fV
463.5 psec,2.855 fV
463.6 psec,3.136 fV
463.7 psec,3.444 fV
463.8 psec,3.783 fV
463.9 psec,4.154 fV
464.0 psec,4.561 fV
464.1 psec,5.007 fV
464.2 psec,5.497 fV
464.3 psec,6.034 fV
464.4 psec,6.622 fV
464.5 psec,7.267 fV
464.6 psec,7.974 fV
464.7 psec,8.749 fV
464.8 psec,9.598 fV
464.9 psec,10.53 fV
465.0 psec,11.55 fV
465.1 psec,12.66 fV
465.2 psec,13.89 fV
