"time
References : ['TL_in']
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real","TL_in
References : []
Dependency : [time]
Num. Points : [30006]
Matrix Size : scalar
Type : Real"
768.6 psec,200.0 mV
768.7 psec,200.0 mV
768.8 psec,200.0 mV
768.9 psec,200.0 mV
769.0 psec,200.0 mV
769.1 psec,200.0 mV
769.2 psec,200.0 mV
769.3 psec,200.0 mV
769.4 psec,200.0 mV
769.5 psec,200.0 mV
769.6 psec,200.0 mV
769.7 psec,200.0 mV
769.8 psec,200.0 mV
769.9 psec,200.0 mV
770.0 psec,200.0 mV
770.1 psec,200.0 mV
770.2 psec,200.0 mV
770.3 psec,200.0 mV
770.4 psec,200.0 mV
770.5 psec,200.0 mV
770.6 psec,200.0 mV
770.7 psec,200.0 mV
770.8 psec,200.0 mV
770.9 psec,200.0 mV
771.0 psec,200.0 mV
771.1 psec,200.0 mV
771.2 psec,200.0 mV
771.3 psec,200.0 mV
771.4 psec,200.0 mV
771.5 psec,200.0 mV
771.6 psec,200.0 mV
771.7 psec,200.0 mV
771.8 psec,200.0 mV
771.9 psec,200.0 mV
772.0 psec,200.0 mV
772.1 psec,200.0 mV
772.2 psec,200.0 mV
772.3 psec,200.0 mV
772.4 psec,200.0 mV
772.5 psec,200.0 mV
772.6 psec,200.0 mV
772.7 psec,200.0 mV
772.8 psec,200.0 mV
772.9 psec,200.0 mV
773.0 psec,200.0 mV
773.1 psec,200.0 mV
773.2 psec,200.0 mV
773.3 psec,200.0 mV
773.4 psec,200.0 mV
773.5 psec,200.0 mV
773.6 psec,200.0 mV
773.7 psec,200.0 mV
773.8 psec,200.0 mV
773.9 psec,200.0 mV
774.0 psec,200.0 mV
774.1 psec,200.0 mV
774.2 psec,200.0 mV
774.3 psec,200.0 mV
774.4 psec,200.0 mV
774.5 psec,200.0 mV
774.6 psec,200.0 mV
774.7 psec,200.0 mV
774.8 psec,200.0 mV
774.9 psec,200.0 mV
775.0 psec,200.0 mV
775.1 psec,200.0 mV
775.2 psec,200.0 mV
775.3 psec,200.0 mV
775.4 psec,200.0 mV
775.5 psec,200.0 mV
775.6 psec,200.0 mV
775.7 psec,200.0 mV
775.8 psec,200.0 mV
775.9 psec,200.0 mV
776.0 psec,200.0 mV
776.1 psec,200.0 mV
776.2 psec,200.0 mV
776.3 psec,200.0 mV
776.4 psec,200.0 mV
776.5 psec,200.0 mV
776.6 psec,200.0 mV
776.7 psec,200.0 mV
776.8 psec,200.0 mV
776.9 psec,200.0 mV
777.0 psec,200.0 mV
777.1 psec,200.0 mV
777.2 psec,200.0 mV
777.3 psec,200.0 mV
777.4 psec,200.0 mV
777.5 psec,200.0 mV
777.6 psec,200.0 mV
777.7 psec,200.0 mV
777.8 psec,200.0 mV
777.9 psec,200.0 mV
778.0 psec,200.0 mV
778.1 psec,200.0 mV
778.2 psec,200.0 mV
778.3 psec,200.0 mV
778.4 psec,200.0 mV
778.5 psec,200.0 mV
778.6 psec,200.0 mV
778.7 psec,200.0 mV
778.8 psec,200.0 mV
778.9 psec,200.0 mV
779.0 psec,200.0 mV
779.1 psec,200.0 mV
779.2 psec,200.0 mV
779.3 psec,200.0 mV
779.4 psec,200.0 mV
779.5 psec,200.0 mV
779.6 psec,200.0 mV
779.7 psec,200.0 mV
779.8 psec,200.0 mV
779.9 psec,200.0 mV
780.0 psec,200.0 mV
780.1 psec,200.0 mV
780.2 psec,200.0 mV
780.3 psec,200.0 mV
780.4 psec,200.0 mV
780.5 psec,200.0 mV
780.6 psec,200.0 mV
780.7 psec,200.0 mV
780.8 psec,200.0 mV
780.9 psec,200.0 mV
781.0 psec,200.0 mV
781.1 psec,200.0 mV
781.2 psec,200.0 mV
781.3 psec,200.0 mV
781.4 psec,200.0 mV
781.5 psec,200.0 mV
781.6 psec,200.0 mV
781.7 psec,200.0 mV
781.8 psec,200.0 mV
781.9 psec,200.0 mV
782.0 psec,200.0 mV
782.1 psec,200.0 mV
782.2 psec,200.0 mV
782.3 psec,200.0 mV
782.4 psec,200.0 mV
782.5 psec,200.0 mV
782.6 psec,200.0 mV
782.7 psec,200.0 mV
782.8 psec,200.0 mV
782.9 psec,200.0 mV
783.0 psec,200.0 mV
783.1 psec,200.0 mV
783.2 psec,200.0 mV
783.3 psec,200.0 mV
783.4 psec,200.0 mV
783.5 psec,200.0 mV
783.6 psec,200.0 mV
783.7 psec,200.0 mV
783.8 psec,200.0 mV
783.9 psec,200.0 mV
784.0 psec,200.0 mV
784.1 psec,200.0 mV
784.2 psec,200.0 mV
784.3 psec,200.0 mV
784.4 psec,200.0 mV
784.5 psec,200.0 mV
784.6 psec,200.0 mV
784.7 psec,200.0 mV
784.8 psec,200.0 mV
784.9 psec,200.0 mV
785.0 psec,200.0 mV
785.1 psec,200.0 mV
785.2 psec,200.0 mV
785.3 psec,200.0 mV
785.4 psec,200.0 mV
785.5 psec,200.0 mV
785.6 psec,200.0 mV
785.7 psec,200.0 mV
785.8 psec,200.0 mV
785.9 psec,200.0 mV
786.0 psec,200.0 mV
786.1 psec,200.0 mV
786.2 psec,200.0 mV
786.3 psec,200.0 mV
786.4 psec,200.0 mV
786.5 psec,200.0 mV
786.6 psec,200.0 mV
786.7 psec,200.0 mV
786.8 psec,200.0 mV
786.9 psec,200.0 mV
787.0 psec,200.0 mV
787.1 psec,200.0 mV
787.2 psec,200.0 mV
787.3 psec,200.0 mV
787.4 psec,200.0 mV
787.5 psec,200.0 mV
787.6 psec,200.0 mV
787.7 psec,200.0 mV
787.8 psec,200.0 mV
787.9 psec,200.0 mV
788.0 psec,200.0 mV
788.1 psec,200.0 mV
788.2 psec,200.0 mV
788.3 psec,200.0 mV
788.4 psec,200.0 mV
788.5 psec,200.0 mV
788.6 psec,200.0 mV
788.7 psec,200.0 mV
788.8 psec,200.0 mV
788.9 psec,200.0 mV
789.0 psec,200.0 mV
789.1 psec,200.0 mV
789.2 psec,200.0 mV
789.3 psec,200.0 mV
789.4 psec,200.0 mV
789.5 psec,200.0 mV
789.6 psec,200.0 mV
789.7 psec,200.0 mV
789.8 psec,200.0 mV
789.9 psec,200.0 mV
790.0 psec,200.0 mV
790.1 psec,200.0 mV
790.2 psec,200.0 mV
790.3 psec,200.0 mV
790.4 psec,200.0 mV
790.5 psec,200.0 mV
790.6 psec,200.0 mV
790.7 psec,200.0 mV
790.8 psec,200.0 mV
790.9 psec,200.0 mV
791.0 psec,200.0 mV
791.1 psec,200.0 mV
791.2 psec,200.0 mV
791.3 psec,200.0 mV
791.4 psec,200.0 mV
791.5 psec,200.0 mV
791.6 psec,200.0 mV
791.7 psec,200.0 mV
791.8 psec,200.0 mV
791.9 psec,200.0 mV
792.0 psec,200.0 mV
792.1 psec,200.0 mV
792.2 psec,200.0 mV
792.3 psec,200.0 mV
792.4 psec,200.0 mV
792.5 psec,200.0 mV
792.6 psec,200.0 mV
792.7 psec,200.0 mV
792.8 psec,200.0 mV
792.9 psec,200.0 mV
793.0 psec,200.0 mV
793.1 psec,200.0 mV
793.2 psec,200.0 mV
793.3 psec,200.0 mV
793.4 psec,200.0 mV
793.5 psec,200.0 mV
793.6 psec,200.0 mV
793.7 psec,200.0 mV
793.8 psec,200.0 mV
793.9 psec,200.0 mV
794.0 psec,200.0 mV
794.1 psec,200.0 mV
794.2 psec,200.0 mV
794.3 psec,200.0 mV
794.4 psec,200.0 mV
794.5 psec,200.0 mV
794.6 psec,200.0 mV
794.7 psec,200.0 mV
794.8 psec,200.0 mV
794.9 psec,200.0 mV
795.0 psec,200.0 mV
795.1 psec,200.0 mV
795.2 psec,200.0 mV
795.3 psec,200.0 mV
795.4 psec,200.0 mV
795.5 psec,200.0 mV
795.6 psec,200.0 mV
795.7 psec,200.0 mV
795.8 psec,200.0 mV
795.9 psec,200.0 mV
796.0 psec,200.0 mV
796.1 psec,200.0 mV
796.2 psec,200.0 mV
796.3 psec,200.0 mV
796.4 psec,200.0 mV
796.5 psec,200.0 mV
796.6 psec,200.0 mV
796.7 psec,200.0 mV
796.8 psec,200.0 mV
796.9 psec,200.0 mV
797.0 psec,200.0 mV
797.1 psec,200.0 mV
797.2 psec,200.0 mV
797.3 psec,200.0 mV
797.4 psec,200.0 mV
797.5 psec,200.0 mV
797.6 psec,200.0 mV
797.7 psec,200.0 mV
797.8 psec,200.0 mV
797.9 psec,200.0 mV
798.0 psec,200.0 mV
798.1 psec,200.0 mV
798.2 psec,200.0 mV
798.3 psec,200.0 mV
798.4 psec,200.0 mV
798.5 psec,200.0 mV
798.6 psec,200.0 mV
798.7 psec,200.0 mV
798.8 psec,200.0 mV
798.9 psec,200.0 mV
799.0 psec,200.0 mV
799.1 psec,200.0 mV
799.2 psec,200.0 mV
799.3 psec,200.0 mV
799.4 psec,200.0 mV
799.5 psec,200.0 mV
799.6 psec,200.0 mV
799.7 psec,200.0 mV
799.8 psec,200.0 mV
799.9 psec,200.0 mV
800.0 psec,200.0 mV
800.1 psec,200.0 mV
800.2 psec,200.0 mV
800.3 psec,200.0 mV
800.4 psec,200.0 mV
800.5 psec,200.0 mV
800.6 psec,200.0 mV
800.7 psec,200.0 mV
800.8 psec,200.0 mV
800.9 psec,200.0 mV
801.0 psec,200.0 mV
801.1 psec,200.0 mV
801.2 psec,200.0 mV
801.3 psec,200.0 mV
801.4 psec,200.0 mV
801.5 psec,200.0 mV
801.6 psec,200.0 mV
801.7 psec,200.0 mV
801.8 psec,200.0 mV
801.9 psec,200.0 mV
802.0 psec,200.0 mV
802.1 psec,200.0 mV
802.2 psec,200.0 mV
802.3 psec,200.0 mV
802.4 psec,200.0 mV
802.5 psec,200.0 mV
802.6 psec,200.0 mV
802.7 psec,200.0 mV
802.8 psec,200.0 mV
802.9 psec,200.0 mV
803.0 psec,200.0 mV
803.1 psec,200.0 mV
803.2 psec,200.0 mV
803.3 psec,200.0 mV
803.4 psec,200.0 mV
803.5 psec,200.0 mV
803.6 psec,200.0 mV
803.7 psec,200.0 mV
803.8 psec,200.0 mV
803.9 psec,200.0 mV
804.0 psec,200.0 mV
804.1 psec,200.0 mV
804.2 psec,200.0 mV
804.3 psec,200.0 mV
804.4 psec,200.0 mV
804.5 psec,200.0 mV
804.6 psec,200.0 mV
804.7 psec,200.0 mV
804.8 psec,200.0 mV
804.9 psec,200.0 mV
805.0 psec,200.0 mV
805.1 psec,200.0 mV
805.2 psec,200.0 mV
805.3 psec,200.0 mV
805.4 psec,200.0 mV
805.5 psec,200.0 mV
805.6 psec,200.0 mV
805.7 psec,200.0 mV
805.8 psec,200.0 mV
805.9 psec,200.0 mV
806.0 psec,200.0 mV
806.1 psec,200.0 mV
806.2 psec,200.0 mV
806.3 psec,200.0 mV
806.4 psec,200.0 mV
806.5 psec,200.0 mV
806.6 psec,200.0 mV
806.7 psec,200.0 mV
806.8 psec,200.0 mV
806.9 psec,200.0 mV
807.0 psec,200.0 mV
807.1 psec,200.0 mV
807.2 psec,200.0 mV
807.3 psec,200.0 mV
807.4 psec,200.0 mV
807.5 psec,200.0 mV
807.6 psec,200.0 mV
807.7 psec,200.0 mV
807.8 psec,200.0 mV
807.9 psec,200.0 mV
808.0 psec,200.0 mV
808.1 psec,200.0 mV
808.2 psec,200.0 mV
808.3 psec,200.0 mV
808.4 psec,200.0 mV
808.5 psec,200.0 mV
808.6 psec,200.0 mV
808.7 psec,200.0 mV
808.8 psec,200.0 mV
808.9 psec,200.0 mV
809.0 psec,200.0 mV
809.1 psec,200.0 mV
809.2 psec,200.0 mV
809.3 psec,200.0 mV
809.4 psec,200.0 mV
809.5 psec,200.0 mV
809.6 psec,200.0 mV
809.7 psec,200.0 mV
809.8 psec,200.0 mV
809.9 psec,200.0 mV
810.0 psec,200.0 mV
810.1 psec,200.0 mV
810.2 psec,200.0 mV
810.3 psec,200.0 mV
810.4 psec,200.0 mV
810.5 psec,200.0 mV
810.6 psec,200.0 mV
810.7 psec,200.0 mV
810.8 psec,200.0 mV
810.9 psec,200.0 mV
811.0 psec,200.0 mV
811.1 psec,200.0 mV
811.2 psec,200.0 mV
811.3 psec,200.0 mV
811.4 psec,200.0 mV
811.5 psec,200.0 mV
811.6 psec,200.0 mV
811.7 psec,200.0 mV
811.8 psec,200.0 mV
811.9 psec,200.0 mV
812.0 psec,200.0 mV
812.1 psec,200.0 mV
812.2 psec,200.0 mV
812.3 psec,200.0 mV
812.4 psec,200.0 mV
812.5 psec,200.0 mV
812.6 psec,200.0 mV
812.7 psec,200.0 mV
812.8 psec,200.0 mV
812.9 psec,200.0 mV
813.0 psec,200.0 mV
813.1 psec,200.0 mV
813.2 psec,200.0 mV
813.3 psec,200.0 mV
813.4 psec,200.0 mV
813.5 psec,200.0 mV
813.6 psec,200.0 mV
813.7 psec,200.0 mV
813.8 psec,200.0 mV
813.9 psec,200.0 mV
814.0 psec,200.0 mV
814.1 psec,200.0 mV
814.2 psec,200.0 mV
814.3 psec,200.0 mV
814.4 psec,200.0 mV
814.5 psec,200.0 mV
814.6 psec,200.0 mV
814.7 psec,200.0 mV
814.8 psec,200.0 mV
814.9 psec,200.0 mV
815.0 psec,200.0 mV
815.1 psec,200.0 mV
815.2 psec,200.0 mV
815.3 psec,200.0 mV
815.4 psec,200.0 mV
815.5 psec,200.0 mV
815.6 psec,200.0 mV
815.7 psec,200.0 mV
815.8 psec,200.0 mV
815.9 psec,200.0 mV
816.0 psec,200.0 mV
816.1 psec,200.0 mV
816.2 psec,200.0 mV
816.3 psec,200.0 mV
816.4 psec,200.0 mV
816.5 psec,200.0 mV
816.6 psec,200.0 mV
816.7 psec,200.0 mV
816.8 psec,200.0 mV
816.9 psec,200.0 mV
817.0 psec,200.0 mV
817.1 psec,200.0 mV
817.2 psec,200.0 mV
817.3 psec,200.0 mV
817.4 psec,200.0 mV
817.5 psec,200.0 mV
817.6 psec,200.0 mV
817.7 psec,200.0 mV
817.8 psec,200.0 mV
817.9 psec,200.0 mV
818.0 psec,200.0 mV
818.1 psec,200.0 mV
818.2 psec,200.0 mV
818.3 psec,200.0 mV
818.4 psec,200.0 mV
818.5 psec,200.0 mV
818.6 psec,200.0 mV
818.7 psec,200.0 mV
818.8 psec,200.0 mV
818.9 psec,200.0 mV
819.0 psec,200.0 mV
819.1 psec,200.0 mV
819.2 psec,200.0 mV
819.3 psec,200.0 mV
819.4 psec,200.0 mV
819.5 psec,200.0 mV
819.6 psec,200.0 mV
819.7 psec,200.0 mV
819.8 psec,200.0 mV
819.9 psec,200.0 mV
820.0 psec,200.0 mV
820.1 psec,200.0 mV
820.2 psec,200.0 mV
820.3 psec,200.0 mV
820.4 psec,200.0 mV
820.5 psec,200.0 mV
820.6 psec,200.0 mV
820.7 psec,200.0 mV
820.8 psec,200.0 mV
820.9 psec,200.0 mV
821.0 psec,200.0 mV
821.1 psec,200.0 mV
821.2 psec,200.0 mV
821.3 psec,200.0 mV
821.4 psec,200.0 mV
821.5 psec,200.0 mV
821.6 psec,200.0 mV
821.7 psec,200.0 mV
821.8 psec,200.0 mV
821.9 psec,200.0 mV
822.0 psec,200.0 mV
822.1 psec,200.0 mV
822.2 psec,200.0 mV
822.3 psec,200.0 mV
822.4 psec,200.0 mV
822.5 psec,200.0 mV
822.6 psec,200.0 mV
822.7 psec,200.0 mV
822.8 psec,200.0 mV
822.9 psec,200.0 mV
823.0 psec,200.0 mV
823.1 psec,200.0 mV
823.2 psec,200.0 mV
823.3 psec,200.0 mV
823.4 psec,200.0 mV
823.5 psec,200.0 mV
823.6 psec,200.0 mV
823.7 psec,200.0 mV
823.8 psec,200.0 mV
823.9 psec,200.0 mV
824.0 psec,200.0 mV
824.1 psec,200.0 mV
824.2 psec,200.0 mV
824.3 psec,200.0 mV
824.4 psec,200.0 mV
824.5 psec,200.0 mV
824.6 psec,200.0 mV
824.7 psec,200.0 mV
824.8 psec,200.0 mV
824.9 psec,200.0 mV
825.0 psec,200.0 mV
825.1 psec,200.0 mV
825.2 psec,200.0 mV
825.3 psec,200.0 mV
825.4 psec,200.0 mV
825.5 psec,200.0 mV
825.6 psec,200.0 mV
825.7 psec,200.0 mV
825.8 psec,200.0 mV
825.9 psec,200.0 mV
826.0 psec,200.0 mV
826.1 psec,200.0 mV
826.2 psec,200.0 mV
826.3 psec,200.0 mV
826.4 psec,200.0 mV
826.5 psec,200.0 mV
826.6 psec,200.0 mV
826.7 psec,200.0 mV
826.8 psec,200.0 mV
826.9 psec,200.0 mV
827.0 psec,200.0 mV
827.1 psec,200.0 mV
827.2 psec,200.0 mV
827.3 psec,200.0 mV
827.4 psec,200.0 mV
827.5 psec,200.0 mV
827.6 psec,200.0 mV
827.7 psec,200.0 mV
827.8 psec,200.0 mV
827.9 psec,200.0 mV
828.0 psec,200.0 mV
828.1 psec,200.0 mV
828.2 psec,200.0 mV
828.3 psec,200.0 mV
828.4 psec,200.0 mV
828.5 psec,200.0 mV
828.6 psec,200.0 mV
828.7 psec,200.0 mV
828.8 psec,200.0 mV
828.9 psec,200.0 mV
829.0 psec,200.0 mV
829.1 psec,200.0 mV
829.2 psec,200.0 mV
829.3 psec,200.0 mV
829.4 psec,200.0 mV
829.5 psec,200.0 mV
829.6 psec,200.0 mV
829.7 psec,200.0 mV
829.8 psec,200.0 mV
829.9 psec,200.0 mV
830.0 psec,200.0 mV
830.1 psec,200.0 mV
830.2 psec,200.0 mV
830.3 psec,200.0 mV
830.4 psec,200.0 mV
830.5 psec,200.0 mV
830.6 psec,200.0 mV
830.7 psec,200.0 mV
830.8 psec,200.0 mV
830.9 psec,200.0 mV
831.0 psec,200.0 mV
831.1 psec,200.0 mV
831.2 psec,200.0 mV
831.3 psec,200.0 mV
831.4 psec,200.0 mV
831.5 psec,200.0 mV
831.6 psec,200.0 mV
831.7 psec,200.0 mV
831.8 psec,200.0 mV
831.9 psec,200.0 mV
832.0 psec,200.0 mV
832.1 psec,200.0 mV
832.2 psec,200.0 mV
832.3 psec,200.0 mV
832.4 psec,200.0 mV
832.5 psec,200.0 mV
832.6 psec,200.0 mV
832.7 psec,200.0 mV
832.8 psec,200.0 mV
832.9 psec,200.0 mV
833.0 psec,200.0 mV
833.1 psec,200.0 mV
833.2 psec,200.0 mV
833.3 psec,200.0 mV
833.4 psec,200.0 mV
833.5 psec,200.0 mV
833.6 psec,200.0 mV
833.7 psec,200.0 mV
833.8 psec,200.0 mV
833.9 psec,200.0 mV
834.0 psec,200.0 mV
834.1 psec,200.0 mV
834.2 psec,200.0 mV
834.3 psec,200.0 mV
834.4 psec,200.0 mV
834.5 psec,200.0 mV
834.6 psec,200.0 mV
834.7 psec,200.0 mV
834.8 psec,200.0 mV
834.9 psec,200.0 mV
835.0 psec,200.0 mV
835.1 psec,200.0 mV
835.2 psec,200.0 mV
835.3 psec,200.0 mV
835.4 psec,200.0 mV
835.5 psec,200.0 mV
835.6 psec,200.0 mV
835.7 psec,200.0 mV
835.8 psec,200.0 mV
835.9 psec,200.0 mV
836.0 psec,200.0 mV
836.1 psec,200.0 mV
836.2 psec,200.0 mV
836.3 psec,200.0 mV
836.4 psec,200.0 mV
836.5 psec,200.0 mV
836.6 psec,200.0 mV
836.7 psec,200.0 mV
836.8 psec,200.0 mV
836.9 psec,200.0 mV
837.0 psec,200.0 mV
837.1 psec,200.0 mV
837.2 psec,200.0 mV
837.3 psec,200.0 mV
837.4 psec,200.0 mV
837.5 psec,200.0 mV
837.6 psec,200.0 mV
837.7 psec,200.0 mV
837.8 psec,200.0 mV
837.9 psec,200.0 mV
838.0 psec,200.0 mV
838.1 psec,200.0 mV
838.2 psec,200.0 mV
838.3 psec,200.0 mV
838.4 psec,200.0 mV
838.5 psec,200.0 mV
838.6 psec,200.0 mV
838.7 psec,200.0 mV
838.8 psec,200.0 mV
838.9 psec,200.0 mV
839.0 psec,200.0 mV
839.1 psec,200.0 mV
839.2 psec,200.0 mV
839.3 psec,200.0 mV
839.4 psec,200.0 mV
839.5 psec,200.0 mV
839.6 psec,200.0 mV
839.7 psec,200.0 mV
839.8 psec,200.0 mV
839.9 psec,200.0 mV
840.0 psec,200.0 mV
840.1 psec,200.0 mV
840.2 psec,200.0 mV
840.3 psec,200.0 mV
840.4 psec,200.0 mV
840.5 psec,200.0 mV
840.6 psec,200.0 mV
840.7 psec,200.0 mV
840.8 psec,200.0 mV
840.9 psec,200.0 mV
841.0 psec,200.0 mV
841.1 psec,200.0 mV
841.2 psec,200.0 mV
841.3 psec,200.0 mV
841.4 psec,200.0 mV
841.5 psec,200.0 mV
841.6 psec,200.0 mV
841.7 psec,200.0 mV
841.8 psec,200.0 mV
841.9 psec,200.0 mV
842.0 psec,200.0 mV
842.1 psec,200.0 mV
842.2 psec,200.0 mV
842.3 psec,200.0 mV
842.4 psec,200.0 mV
842.5 psec,200.0 mV
842.6 psec,200.0 mV
842.7 psec,200.0 mV
842.8 psec,200.0 mV
842.9 psec,200.0 mV
843.0 psec,200.0 mV
843.1 psec,200.0 mV
843.2 psec,200.0 mV
843.3 psec,200.0 mV
843.4 psec,200.0 mV
843.5 psec,200.0 mV
843.6 psec,200.0 mV
843.7 psec,200.0 mV
843.8 psec,200.0 mV
843.9 psec,200.0 mV
844.0 psec,200.0 mV
844.1 psec,200.0 mV
844.2 psec,200.0 mV
844.3 psec,200.0 mV
844.4 psec,200.0 mV
844.5 psec,200.0 mV
844.6 psec,200.0 mV
844.7 psec,200.0 mV
844.8 psec,200.0 mV
844.9 psec,200.0 mV
845.0 psec,200.0 mV
845.1 psec,200.0 mV
845.2 psec,200.0 mV
845.3 psec,200.0 mV
845.4 psec,200.0 mV
845.5 psec,200.0 mV
845.6 psec,200.0 mV
845.7 psec,200.0 mV
845.8 psec,200.0 mV
845.9 psec,200.0 mV
846.0 psec,200.0 mV
846.1 psec,200.0 mV
846.2 psec,200.0 mV
846.3 psec,200.0 mV
846.4 psec,200.0 mV
846.5 psec,200.0 mV
846.6 psec,200.0 mV
846.7 psec,200.0 mV
846.8 psec,200.0 mV
846.9 psec,200.0 mV
847.0 psec,200.0 mV
847.1 psec,200.0 mV
847.2 psec,200.0 mV
847.3 psec,200.0 mV
847.4 psec,200.0 mV
847.5 psec,200.0 mV
847.6 psec,200.0 mV
847.7 psec,200.0 mV
847.8 psec,200.0 mV
847.9 psec,200.0 mV
848.0 psec,200.0 mV
848.1 psec,200.0 mV
848.2 psec,200.0 mV
848.3 psec,200.0 mV
848.4 psec,200.0 mV
848.5 psec,200.0 mV
848.6 psec,200.0 mV
848.7 psec,200.0 mV
848.8 psec,200.0 mV
848.9 psec,200.0 mV
849.0 psec,200.0 mV
849.1 psec,200.0 mV
849.2 psec,200.0 mV
849.3 psec,200.0 mV
849.4 psec,200.0 mV
849.5 psec,200.0 mV
849.6 psec,200.0 mV
849.7 psec,200.0 mV
849.8 psec,200.0 mV
849.9 psec,200.0 mV
850.0 psec,200.0 mV
850.1 psec,200.0 mV
850.2 psec,200.0 mV
850.3 psec,200.0 mV
850.4 psec,200.0 mV
850.5 psec,200.0 mV
850.6 psec,200.0 mV
850.7 psec,200.0 mV
850.8 psec,200.0 mV
850.9 psec,200.0 mV
851.0 psec,200.0 mV
851.1 psec,200.0 mV
851.2 psec,200.0 mV
851.3 psec,200.0 mV
851.4 psec,200.0 mV
851.5 psec,200.0 mV
851.6 psec,200.0 mV
851.7 psec,200.0 mV
851.8 psec,200.0 mV
851.9 psec,200.0 mV
852.0 psec,200.0 mV
852.1 psec,200.0 mV
852.2 psec,200.0 mV
852.3 psec,200.0 mV
852.4 psec,200.0 mV
852.5 psec,200.0 mV
852.6 psec,200.0 mV
852.7 psec,200.0 mV
852.8 psec,200.0 mV
852.9 psec,200.0 mV
853.0 psec,200.0 mV
853.1 psec,200.0 mV
853.2 psec,200.0 mV
853.3 psec,200.0 mV
853.4 psec,200.0 mV
853.5 psec,200.0 mV
853.6 psec,200.0 mV
853.7 psec,200.0 mV
853.8 psec,200.0 mV
853.9 psec,200.0 mV
854.0 psec,200.0 mV
854.1 psec,200.0 mV
854.2 psec,200.0 mV
854.3 psec,200.0 mV
854.4 psec,200.0 mV
854.5 psec,200.0 mV
854.6 psec,200.0 mV
854.7 psec,200.0 mV
854.8 psec,200.0 mV
854.9 psec,200.0 mV
855.0 psec,200.0 mV
855.1 psec,200.0 mV
855.2 psec,200.0 mV
855.3 psec,200.0 mV
855.4 psec,200.0 mV
855.5 psec,200.0 mV
855.6 psec,200.0 mV
855.7 psec,200.0 mV
855.8 psec,200.0 mV
855.9 psec,200.0 mV
856.0 psec,200.0 mV
856.1 psec,200.0 mV
856.2 psec,200.0 mV
856.3 psec,200.0 mV
856.4 psec,200.0 mV
856.5 psec,200.0 mV
856.6 psec,200.0 mV
856.7 psec,200.0 mV
856.8 psec,200.0 mV
856.9 psec,200.0 mV
857.0 psec,200.0 mV
857.1 psec,200.0 mV
857.2 psec,200.0 mV
857.3 psec,200.0 mV
857.4 psec,200.0 mV
857.5 psec,200.0 mV
857.6 psec,200.0 mV
857.7 psec,200.0 mV
857.8 psec,200.0 mV
857.9 psec,200.0 mV
858.0 psec,200.0 mV
858.1 psec,200.0 mV
858.2 psec,200.0 mV
858.3 psec,200.0 mV
858.4 psec,200.0 mV
858.5 psec,200.0 mV
858.6 psec,200.0 mV
858.7 psec,200.0 mV
858.8 psec,200.0 mV
858.9 psec,200.0 mV
859.0 psec,200.0 mV
859.1 psec,200.0 mV
859.2 psec,200.0 mV
859.3 psec,200.0 mV
859.4 psec,200.0 mV
859.5 psec,200.0 mV
859.6 psec,200.0 mV
859.7 psec,200.0 mV
859.8 psec,200.0 mV
859.9 psec,200.0 mV
860.0 psec,200.0 mV
860.1 psec,200.0 mV
860.2 psec,200.0 mV
860.3 psec,200.0 mV
860.4 psec,200.0 mV
860.5 psec,200.0 mV
860.6 psec,200.0 mV
860.7 psec,200.0 mV
860.8 psec,200.0 mV
860.9 psec,200.0 mV
861.0 psec,200.0 mV
861.1 psec,200.0 mV
861.2 psec,200.0 mV
861.3 psec,200.0 mV
861.4 psec,200.0 mV
861.5 psec,200.0 mV
861.6 psec,200.0 mV
861.7 psec,200.0 mV
861.8 psec,200.0 mV
861.9 psec,200.0 mV
862.0 psec,200.0 mV
862.1 psec,200.0 mV
862.2 psec,200.0 mV
862.3 psec,200.0 mV
862.4 psec,200.0 mV
862.5 psec,200.0 mV
862.6 psec,200.0 mV
862.7 psec,200.0 mV
862.8 psec,200.0 mV
862.9 psec,200.0 mV
863.0 psec,200.0 mV
863.1 psec,200.0 mV
863.2 psec,200.0 mV
863.3 psec,200.0 mV
863.4 psec,200.0 mV
863.5 psec,200.0 mV
863.6 psec,200.0 mV
863.7 psec,200.0 mV
863.8 psec,200.0 mV
863.9 psec,200.0 mV
864.0 psec,200.0 mV
864.1 psec,200.0 mV
864.2 psec,200.0 mV
864.3 psec,200.0 mV
864.4 psec,200.0 mV
864.5 psec,200.0 mV
864.6 psec,200.0 mV
864.7 psec,200.0 mV
864.8 psec,200.0 mV
864.9 psec,200.0 mV
865.0 psec,200.0 mV
865.1 psec,200.0 mV
865.2 psec,200.0 mV
865.3 psec,200.0 mV
865.4 psec,200.0 mV
865.5 psec,200.0 mV
865.6 psec,200.0 mV
865.7 psec,200.0 mV
865.8 psec,200.0 mV
865.9 psec,200.0 mV
866.0 psec,200.0 mV
866.1 psec,200.0 mV
866.2 psec,200.0 mV
866.3 psec,200.0 mV
866.4 psec,200.0 mV
866.5 psec,200.0 mV
866.6 psec,200.0 mV
866.7 psec,200.0 mV
866.8 psec,200.0 mV
866.9 psec,200.0 mV
867.0 psec,200.0 mV
867.1 psec,200.0 mV
867.2 psec,200.0 mV
867.3 psec,200.0 mV
867.4 psec,200.0 mV
867.5 psec,200.0 mV
867.6 psec,200.0 mV
867.7 psec,200.0 mV
867.8 psec,200.0 mV
