"time
References : ['I_sec2.i']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","I_sec2.i
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
160.6 fsec,11.79 uA
161.6 fsec,12.00 uA
162.6 fsec,12.22 uA
163.6 fsec,12.43 uA
164.6 fsec,12.65 uA
165.6 fsec,12.87 uA
166.6 fsec,13.09 uA
167.6 fsec,13.32 uA
168.6 fsec,13.54 uA
169.6 fsec,13.77 uA
170.6 fsec,14.00 uA
171.6 fsec,14.24 uA
172.6 fsec,14.47 uA
173.6 fsec,14.71 uA
174.6 fsec,14.95 uA
175.6 fsec,15.20 uA
176.6 fsec,15.44 uA
177.6 fsec,15.69 uA
178.6 fsec,15.94 uA
179.6 fsec,16.20 uA
180.6 fsec,16.46 uA
181.6 fsec,16.71 uA
182.6 fsec,16.98 uA
183.6 fsec,17.24 uA
184.6 fsec,17.51 uA
185.6 fsec,17.78 uA
186.6 fsec,18.05 uA
187.6 fsec,18.32 uA
188.6 fsec,18.60 uA
189.6 fsec,18.88 uA
190.6 fsec,19.16 uA
191.6 fsec,19.44 uA
192.6 fsec,19.73 uA
193.6 fsec,20.02 uA
194.6 fsec,20.31 uA
195.6 fsec,20.61 uA
196.6 fsec,20.91 uA
197.6 fsec,21.21 uA
198.6 fsec,21.51 uA
199.6 fsec,21.82 uA
200.6 fsec,22.13 uA
201.6 fsec,22.44 uA
202.6 fsec,22.75 uA
203.6 fsec,23.07 uA
204.6 fsec,23.39 uA
205.6 fsec,23.71 uA
206.6 fsec,24.03 uA
207.6 fsec,24.36 uA
208.6 fsec,24.69 uA
209.6 fsec,25.03 uA
210.6 fsec,25.36 uA
211.6 fsec,25.70 uA
212.6 fsec,26.04 uA
213.6 fsec,26.39 uA
214.6 fsec,26.73 uA
215.6 fsec,27.08 uA
216.6 fsec,27.44 uA
217.6 fsec,27.79 uA
218.6 fsec,28.15 uA
219.6 fsec,28.51 uA
220.6 fsec,28.87 uA
221.6 fsec,29.24 uA
222.6 fsec,29.61 uA
223.6 fsec,29.98 uA
224.6 fsec,30.36 uA
225.6 fsec,30.74 uA
226.6 fsec,31.12 uA
227.6 fsec,31.50 uA
228.6 fsec,31.89 uA
229.6 fsec,32.28 uA
230.6 fsec,32.67 uA
231.6 fsec,33.07 uA
232.6 fsec,33.47 uA
233.6 fsec,33.87 uA
234.6 fsec,34.27 uA
235.6 fsec,34.68 uA
236.6 fsec,35.09 uA
237.6 fsec,35.50 uA
238.6 fsec,35.92 uA
239.6 fsec,36.34 uA
240.6 fsec,36.76 uA
241.6 fsec,37.19 uA
242.6 fsec,37.62 uA
243.6 fsec,38.05 uA
244.6 fsec,38.48 uA
245.6 fsec,38.92 uA
246.6 fsec,39.36 uA
247.6 fsec,39.80 uA
248.6 fsec,40.25 uA
249.6 fsec,40.70 uA
250.6 fsec,41.15 uA
251.6 fsec,41.61 uA
252.6 fsec,42.06 uA
253.6 fsec,42.53 uA
254.6 fsec,42.99 uA
255.6 fsec,43.46 uA
256.6 fsec,43.93 uA
257.6 fsec,44.40 uA
258.6 fsec,44.88 uA
259.6 fsec,45.36 uA
260.6 fsec,45.84 uA
261.6 fsec,46.33 uA
262.6 fsec,46.82 uA
263.6 fsec,47.31 uA
264.6 fsec,47.81 uA
265.6 fsec,48.31 uA
266.6 fsec,48.81 uA
267.6 fsec,49.31 uA
268.6 fsec,49.82 uA
269.6 fsec,50.33 uA
270.6 fsec,50.85 uA
271.6 fsec,51.37 uA
272.6 fsec,51.89 uA
273.6 fsec,52.41 uA
274.6 fsec,52.94 uA
275.6 fsec,53.47 uA
276.6 fsec,54.00 uA
277.6 fsec,54.54 uA
278.6 fsec,55.08 uA
279.6 fsec,55.62 uA
280.6 fsec,56.17 uA
281.6 fsec,56.72 uA
282.6 fsec,57.27 uA
283.6 fsec,57.83 uA
284.6 fsec,58.39 uA
285.6 fsec,58.95 uA
286.6 fsec,59.52 uA
287.6 fsec,60.09 uA
288.6 fsec,60.66 uA
289.6 fsec,61.23 uA
290.6 fsec,61.81 uA
291.6 fsec,62.39 uA
292.6 fsec,62.98 uA
293.6 fsec,63.57 uA
294.6 fsec,64.16 uA
295.6 fsec,64.76 uA
296.6 fsec,65.35 uA
297.6 fsec,65.96 uA
298.6 fsec,66.56 uA
299.6 fsec,67.17 uA
300.6 fsec,67.78 uA
301.6 fsec,68.40 uA
302.6 fsec,69.02 uA
303.6 fsec,69.64 uA
304.6 fsec,70.26 uA
305.6 fsec,70.89 uA
306.6 fsec,71.52 uA
307.6 fsec,72.16 uA
308.6 fsec,72.80 uA
309.6 fsec,73.44 uA
310.6 fsec,74.08 uA
311.6 fsec,74.73 uA
312.6 fsec,75.38 uA
313.6 fsec,76.04 uA
314.6 fsec,76.70 uA
315.6 fsec,77.36 uA
316.6 fsec,78.02 uA
317.6 fsec,78.69 uA
318.6 fsec,79.36 uA
319.6 fsec,80.04 uA
320.6 fsec,80.72 uA
321.6 fsec,81.40 uA
322.6 fsec,82.09 uA
323.6 fsec,82.77 uA
324.6 fsec,83.47 uA
325.6 fsec,84.16 uA
326.6 fsec,84.86 uA
327.6 fsec,85.56 uA
328.6 fsec,86.27 uA
329.6 fsec,86.98 uA
330.6 fsec,87.69 uA
331.6 fsec,88.41 uA
332.6 fsec,89.13 uA
333.6 fsec,89.85 uA
334.6 fsec,90.58 uA
335.6 fsec,91.31 uA
336.6 fsec,92.04 uA
337.6 fsec,92.78 uA
338.6 fsec,93.52 uA
339.6 fsec,94.26 uA
340.6 fsec,95.01 uA
341.6 fsec,95.76 uA
342.6 fsec,96.52 uA
343.6 fsec,97.27 uA
344.6 fsec,98.03 uA
345.6 fsec,98.80 uA
346.6 fsec,99.57 uA
347.6 fsec,100.3 uA
348.6 fsec,101.1 uA
349.6 fsec,101.9 uA
350.6 fsec,102.7 uA
351.6 fsec,103.5 uA
352.6 fsec,104.2 uA
353.6 fsec,105.0 uA
354.6 fsec,105.8 uA
355.6 fsec,106.6 uA
356.6 fsec,107.4 uA
357.6 fsec,108.2 uA
358.6 fsec,109.1 uA
359.6 fsec,109.9 uA
360.6 fsec,110.7 uA
361.6 fsec,111.5 uA
362.6 fsec,112.3 uA
363.6 fsec,113.2 uA
364.6 fsec,114.0 uA
365.6 fsec,114.8 uA
366.6 fsec,115.7 uA
367.6 fsec,116.5 uA
368.6 fsec,117.4 uA
369.6 fsec,118.2 uA
370.6 fsec,119.1 uA
371.6 fsec,119.9 uA
372.6 fsec,120.8 uA
373.6 fsec,121.6 uA
374.6 fsec,122.5 uA
375.6 fsec,123.4 uA
376.6 fsec,124.2 uA
377.6 fsec,125.1 uA
378.6 fsec,126.0 uA
379.6 fsec,126.9 uA
380.6 fsec,127.8 uA
381.6 fsec,128.7 uA
382.6 fsec,129.6 uA
383.6 fsec,130.5 uA
384.6 fsec,131.4 uA
385.6 fsec,132.3 uA
386.6 fsec,133.2 uA
387.6 fsec,134.1 uA
388.6 fsec,135.0 uA
389.6 fsec,135.9 uA
390.6 fsec,136.8 uA
391.6 fsec,137.8 uA
392.6 fsec,138.7 uA
393.6 fsec,139.6 uA
394.6 fsec,140.6 uA
395.6 fsec,141.5 uA
396.6 fsec,142.5 uA
397.6 fsec,143.4 uA
398.6 fsec,144.4 uA
399.6 fsec,145.3 uA
400.6 fsec,146.3 uA
401.6 fsec,147.2 uA
402.6 fsec,148.2 uA
403.6 fsec,149.2 uA
404.6 fsec,150.2 uA
405.6 fsec,151.1 uA
406.6 fsec,152.1 uA
407.6 fsec,153.1 uA
408.6 fsec,154.1 uA
409.6 fsec,155.1 uA
410.6 fsec,156.1 uA
411.6 fsec,157.1 uA
412.6 fsec,158.1 uA
413.6 fsec,159.1 uA
414.6 fsec,160.1 uA
415.6 fsec,161.1 uA
416.6 fsec,162.1 uA
417.6 fsec,163.1 uA
418.6 fsec,164.2 uA
419.6 fsec,165.2 uA
420.6 fsec,166.2 uA
421.6 fsec,167.3 uA
422.6 fsec,168.3 uA
423.6 fsec,169.3 uA
424.6 fsec,170.4 uA
425.6 fsec,171.4 uA
426.6 fsec,172.5 uA
427.6 fsec,173.6 uA
428.6 fsec,174.6 uA
429.6 fsec,175.7 uA
430.6 fsec,176.7 uA
431.6 fsec,177.8 uA
432.6 fsec,178.9 uA
433.6 fsec,180.0 uA
434.6 fsec,181.1 uA
435.6 fsec,182.1 uA
436.6 fsec,183.2 uA
437.6 fsec,184.3 uA
438.6 fsec,185.4 uA
439.6 fsec,186.5 uA
440.6 fsec,187.6 uA
441.6 fsec,188.7 uA
442.6 fsec,189.9 uA
443.6 fsec,191.0 uA
444.6 fsec,192.1 uA
445.6 fsec,193.2 uA
446.6 fsec,194.3 uA
447.6 fsec,195.5 uA
448.6 fsec,196.6 uA
449.6 fsec,197.7 uA
450.6 fsec,198.9 uA
451.6 fsec,200.0 uA
452.6 fsec,201.2 uA
453.6 fsec,202.3 uA
454.6 fsec,203.5 uA
455.6 fsec,204.6 uA
456.6 fsec,205.8 uA
457.6 fsec,207.0 uA
458.6 fsec,208.1 uA
459.6 fsec,209.3 uA
460.6 fsec,210.5 uA
461.6 fsec,211.7 uA
462.6 fsec,212.9 uA
463.6 fsec,214.0 uA
464.6 fsec,215.2 uA
465.6 fsec,216.4 uA
466.6 fsec,217.6 uA
467.6 fsec,218.8 uA
468.6 fsec,220.0 uA
469.6 fsec,221.3 uA
470.6 fsec,222.5 uA
471.6 fsec,223.7 uA
472.6 fsec,224.9 uA
473.6 fsec,226.1 uA
474.6 fsec,227.4 uA
475.6 fsec,228.6 uA
476.6 fsec,229.8 uA
477.6 fsec,231.1 uA
478.6 fsec,232.3 uA
479.6 fsec,233.6 uA
480.6 fsec,234.8 uA
481.6 fsec,236.1 uA
482.6 fsec,237.3 uA
483.6 fsec,238.6 uA
484.6 fsec,239.8 uA
485.6 fsec,241.1 uA
486.6 fsec,242.4 uA
487.6 fsec,243.7 uA
488.6 fsec,244.9 uA
489.6 fsec,246.2 uA
490.6 fsec,247.5 uA
491.6 fsec,248.8 uA
492.6 fsec,250.1 uA
493.6 fsec,251.4 uA
494.6 fsec,252.7 uA
495.6 fsec,254.0 uA
496.6 fsec,255.3 uA
497.6 fsec,256.6 uA
498.6 fsec,257.9 uA
499.6 fsec,259.3 uA
500.6 fsec,260.6 uA
501.6 fsec,261.9 uA
502.6 fsec,263.2 uA
503.6 fsec,264.6 uA
504.6 fsec,265.9 uA
505.6 fsec,267.3 uA
506.6 fsec,268.6 uA
507.6 fsec,270.0 uA
508.6 fsec,271.3 uA
509.6 fsec,272.7 uA
510.6 fsec,274.0 uA
511.6 fsec,275.4 uA
512.6 fsec,276.7 uA
513.6 fsec,278.1 uA
514.6 fsec,279.5 uA
515.6 fsec,280.9 uA
516.6 fsec,282.3 uA
517.6 fsec,283.6 uA
518.6 fsec,285.0 uA
519.6 fsec,286.4 uA
520.6 fsec,287.8 uA
521.6 fsec,289.2 uA
522.6 fsec,290.6 uA
523.6 fsec,292.0 uA
524.6 fsec,293.4 uA
525.6 fsec,294.9 uA
526.6 fsec,296.3 uA
527.6 fsec,297.7 uA
528.6 fsec,299.1 uA
529.6 fsec,300.5 uA
530.6 fsec,302.0 uA
531.6 fsec,303.4 uA
532.6 fsec,304.9 uA
533.6 fsec,306.3 uA
534.6 fsec,307.7 uA
535.6 fsec,309.2 uA
536.6 fsec,310.7 uA
537.6 fsec,312.1 uA
538.6 fsec,313.6 uA
539.6 fsec,315.0 uA
540.6 fsec,316.5 uA
541.6 fsec,318.0 uA
542.6 fsec,319.5 uA
543.6 fsec,320.9 uA
544.6 fsec,322.4 uA
545.6 fsec,323.9 uA
546.6 fsec,325.4 uA
547.6 fsec,326.9 uA
548.6 fsec,328.4 uA
549.6 fsec,329.9 uA
550.6 fsec,331.4 uA
551.6 fsec,332.9 uA
552.6 fsec,334.4 uA
553.6 fsec,335.9 uA
554.6 fsec,337.4 uA
555.6 fsec,339.0 uA
556.6 fsec,340.5 uA
557.6 fsec,342.0 uA
558.6 fsec,343.6 uA
559.6 fsec,345.1 uA
560.6 fsec,346.6 uA
561.6 fsec,348.2 uA
562.6 fsec,349.7 uA
563.6 fsec,351.3 uA
564.6 fsec,352.8 uA
565.6 fsec,354.4 uA
566.6 fsec,355.9 uA
567.6 fsec,357.5 uA
568.6 fsec,359.1 uA
569.6 fsec,360.7 uA
570.6 fsec,362.2 uA
571.6 fsec,363.8 uA
572.6 fsec,365.4 uA
573.6 fsec,367.0 uA
574.6 fsec,368.6 uA
575.6 fsec,370.2 uA
576.6 fsec,371.8 uA
577.6 fsec,373.4 uA
578.6 fsec,375.0 uA
579.6 fsec,376.6 uA
580.6 fsec,378.2 uA
581.6 fsec,379.8 uA
582.6 fsec,381.4 uA
583.6 fsec,383.0 uA
584.6 fsec,384.7 uA
585.6 fsec,386.3 uA
586.6 fsec,387.9 uA
587.6 fsec,389.6 uA
588.6 fsec,391.2 uA
589.6 fsec,392.8 uA
590.6 fsec,394.5 uA
591.6 fsec,396.1 uA
592.6 fsec,397.8 uA
593.6 fsec,399.5 uA
594.6 fsec,401.1 uA
595.6 fsec,402.8 uA
596.6 fsec,404.4 uA
597.6 fsec,406.1 uA
598.6 fsec,407.8 uA
599.6 fsec,409.5 uA
600.6 fsec,411.2 uA
601.6 fsec,412.8 uA
602.6 fsec,414.5 uA
603.6 fsec,416.2 uA
604.6 fsec,417.9 uA
605.6 fsec,419.6 uA
606.6 fsec,421.3 uA
607.6 fsec,423.0 uA
608.6 fsec,424.7 uA
609.6 fsec,426.4 uA
610.6 fsec,428.2 uA
611.6 fsec,429.9 uA
612.6 fsec,431.6 uA
613.6 fsec,433.3 uA
614.6 fsec,435.1 uA
615.6 fsec,436.8 uA
616.6 fsec,438.5 uA
617.6 fsec,440.3 uA
618.6 fsec,442.0 uA
619.6 fsec,443.8 uA
620.6 fsec,445.5 uA
621.6 fsec,447.3 uA
622.6 fsec,449.0 uA
623.6 fsec,450.8 uA
624.6 fsec,452.6 uA
625.6 fsec,454.3 uA
626.6 fsec,456.1 uA
627.6 fsec,457.9 uA
628.6 fsec,459.7 uA
629.6 fsec,461.4 uA
630.6 fsec,463.2 uA
631.6 fsec,465.0 uA
632.6 fsec,466.8 uA
633.6 fsec,468.6 uA
634.6 fsec,470.4 uA
635.6 fsec,472.2 uA
636.6 fsec,474.0 uA
637.6 fsec,475.8 uA
638.6 fsec,477.6 uA
639.6 fsec,479.4 uA
640.6 fsec,481.3 uA
641.6 fsec,483.1 uA
642.6 fsec,484.9 uA
643.6 fsec,486.7 uA
644.6 fsec,488.6 uA
645.6 fsec,490.4 uA
646.6 fsec,492.3 uA
647.6 fsec,494.1 uA
648.6 fsec,495.9 uA
649.6 fsec,497.8 uA
650.6 fsec,499.7 uA
651.6 fsec,501.5 uA
652.6 fsec,503.4 uA
653.6 fsec,505.2 uA
654.6 fsec,507.1 uA
655.6 fsec,509.0 uA
656.6 fsec,510.8 uA
657.6 fsec,512.7 uA
658.6 fsec,514.6 uA
659.6 fsec,516.5 uA
660.6 fsec,518.4 uA
661.6 fsec,520.3 uA
662.6 fsec,522.2 uA
663.6 fsec,524.1 uA
664.6 fsec,526.0 uA
665.6 fsec,527.9 uA
666.6 fsec,529.8 uA
667.6 fsec,531.7 uA
668.6 fsec,533.6 uA
669.6 fsec,535.5 uA
670.6 fsec,537.4 uA
671.6 fsec,539.3 uA
672.6 fsec,541.3 uA
673.6 fsec,543.2 uA
674.6 fsec,545.1 uA
675.6 fsec,547.1 uA
676.6 fsec,549.0 uA
677.6 fsec,551.0 uA
678.6 fsec,552.9 uA
679.6 fsec,554.9 uA
680.6 fsec,556.8 uA
681.6 fsec,558.8 uA
682.6 fsec,560.7 uA
683.6 fsec,562.7 uA
684.6 fsec,564.6 uA
685.6 fsec,566.6 uA
686.6 fsec,568.6 uA
687.6 fsec,570.6 uA
688.6 fsec,572.5 uA
689.6 fsec,574.5 uA
690.6 fsec,576.5 uA
691.6 fsec,578.5 uA
692.6 fsec,580.5 uA
693.6 fsec,582.5 uA
694.6 fsec,584.5 uA
695.6 fsec,586.5 uA
696.6 fsec,588.5 uA
697.6 fsec,590.5 uA
698.6 fsec,592.5 uA
699.6 fsec,594.5 uA
700.6 fsec,596.5 uA
701.6 fsec,598.6 uA
702.6 fsec,600.6 uA
703.6 fsec,602.6 uA
704.6 fsec,604.6 uA
705.6 fsec,606.7 uA
706.6 fsec,608.7 uA
707.6 fsec,610.8 uA
708.6 fsec,612.8 uA
709.6 fsec,614.8 uA
710.6 fsec,616.9 uA
711.6 fsec,619.0 uA
712.6 fsec,621.0 uA
713.6 fsec,623.1 uA
714.6 fsec,625.1 uA
715.6 fsec,627.2 uA
716.6 fsec,629.3 uA
717.6 fsec,631.3 uA
718.6 fsec,633.4 uA
719.6 fsec,635.5 uA
720.6 fsec,637.6 uA
721.6 fsec,639.7 uA
722.6 fsec,641.7 uA
723.6 fsec,643.8 uA
724.6 fsec,645.9 uA
725.6 fsec,648.0 uA
726.6 fsec,650.1 uA
727.6 fsec,652.2 uA
728.6 fsec,654.3 uA
729.6 fsec,656.4 uA
730.6 fsec,658.5 uA
731.6 fsec,660.7 uA
732.6 fsec,662.8 uA
733.6 fsec,664.9 uA
734.6 fsec,667.0 uA
735.6 fsec,669.2 uA
736.6 fsec,671.3 uA
737.6 fsec,673.4 uA
738.6 fsec,675.6 uA
739.6 fsec,677.7 uA
740.6 fsec,679.8 uA
741.6 fsec,682.0 uA
742.6 fsec,684.1 uA
743.6 fsec,686.3 uA
744.6 fsec,688.4 uA
745.6 fsec,690.6 uA
746.6 fsec,692.8 uA
747.6 fsec,694.9 uA
748.6 fsec,697.1 uA
749.6 fsec,699.3 uA
750.6 fsec,701.4 uA
751.6 fsec,703.6 uA
752.6 fsec,705.8 uA
753.6 fsec,708.0 uA
754.6 fsec,710.2 uA
755.6 fsec,712.3 uA
756.6 fsec,714.5 uA
757.6 fsec,716.7 uA
758.6 fsec,718.9 uA
759.6 fsec,721.1 uA
760.6 fsec,723.3 uA
761.6 fsec,725.5 uA
762.6 fsec,727.7 uA
763.6 fsec,730.0 uA
764.6 fsec,732.2 uA
765.6 fsec,734.4 uA
766.6 fsec,736.6 uA
767.6 fsec,738.8 uA
768.6 fsec,741.1 uA
769.6 fsec,743.3 uA
770.6 fsec,745.5 uA
771.6 fsec,747.8 uA
772.6 fsec,750.0 uA
773.6 fsec,752.2 uA
774.6 fsec,754.5 uA
775.6 fsec,756.7 uA
776.6 fsec,759.0 uA
777.6 fsec,761.2 uA
778.6 fsec,763.5 uA
779.6 fsec,765.7 uA
780.6 fsec,768.0 uA
781.6 fsec,770.3 uA
782.6 fsec,772.5 uA
783.6 fsec,774.8 uA
784.6 fsec,777.1 uA
785.6 fsec,779.4 uA
786.6 fsec,781.6 uA
787.6 fsec,783.9 uA
788.6 fsec,786.2 uA
789.6 fsec,788.5 uA
790.6 fsec,790.8 uA
791.6 fsec,793.1 uA
792.6 fsec,795.4 uA
793.6 fsec,797.7 uA
794.6 fsec,800.0 uA
795.6 fsec,802.3 uA
796.6 fsec,804.6 uA
797.6 fsec,806.9 uA
798.6 fsec,809.2 uA
799.6 fsec,811.5 uA
800.6 fsec,813.8 uA
801.6 fsec,816.2 uA
802.6 fsec,818.5 uA
803.6 fsec,820.8 uA
804.6 fsec,823.1 uA
805.6 fsec,825.5 uA
806.6 fsec,827.8 uA
807.6 fsec,830.1 uA
808.6 fsec,832.5 uA
809.6 fsec,834.8 uA
810.6 fsec,837.2 uA
811.6 fsec,839.5 uA
812.6 fsec,841.9 uA
813.6 fsec,844.2 uA
814.6 fsec,846.6 uA
815.6 fsec,848.9 uA
816.6 fsec,851.3 uA
817.6 fsec,853.7 uA
818.6 fsec,856.0 uA
819.6 fsec,858.4 uA
820.6 fsec,860.8 uA
821.6 fsec,863.2 uA
822.6 fsec,865.5 uA
823.6 fsec,867.9 uA
824.6 fsec,870.3 uA
825.6 fsec,872.7 uA
826.6 fsec,875.1 uA
827.6 fsec,877.5 uA
828.6 fsec,879.9 uA
829.6 fsec,882.3 uA
830.6 fsec,884.7 uA
831.6 fsec,887.1 uA
832.6 fsec,889.5 uA
833.6 fsec,891.9 uA
834.6 fsec,894.3 uA
835.6 fsec,896.7 uA
836.6 fsec,899.1 uA
837.6 fsec,901.5 uA
838.6 fsec,904.0 uA
839.6 fsec,906.4 uA
840.6 fsec,908.8 uA
841.6 fsec,911.2 uA
842.6 fsec,913.7 uA
843.6 fsec,916.1 uA
844.6 fsec,918.5 uA
845.6 fsec,921.0 uA
846.6 fsec,923.4 uA
847.6 fsec,925.9 uA
848.6 fsec,928.3 uA
849.6 fsec,930.8 uA
850.6 fsec,933.2 uA
851.6 fsec,935.7 uA
852.6 fsec,938.1 uA
853.6 fsec,940.6 uA
854.6 fsec,943.1 uA
855.6 fsec,945.5 uA
856.6 fsec,948.0 uA
857.6 fsec,950.5 uA
858.6 fsec,952.9 uA
859.6 fsec,955.4 uA
860.6 fsec,957.9 uA
861.6 fsec,960.4 uA
862.6 fsec,962.8 uA
863.6 fsec,965.3 uA
864.6 fsec,967.8 uA
865.6 fsec,970.3 uA
866.6 fsec,972.8 uA
867.6 fsec,975.3 uA
868.6 fsec,977.8 uA
869.6 fsec,980.3 uA
870.6 fsec,982.8 uA
871.6 fsec,985.3 uA
872.6 fsec,987.8 uA
873.6 fsec,990.3 uA
874.6 fsec,992.8 uA
875.6 fsec,995.3 uA
876.6 fsec,997.9 uA
877.6 fsec,1.000 mA
878.6 fsec,1.003 mA
879.6 fsec,1.005 mA
880.6 fsec,1.008 mA
881.6 fsec,1.010 mA
882.6 fsec,1.013 mA
883.6 fsec,1.016 mA
884.6 fsec,1.018 mA
885.6 fsec,1.021 mA
886.6 fsec,1.023 mA
887.6 fsec,1.026 mA
888.6 fsec,1.028 mA
889.6 fsec,1.031 mA
890.6 fsec,1.033 mA
891.6 fsec,1.036 mA
892.6 fsec,1.038 mA
893.6 fsec,1.041 mA
894.6 fsec,1.044 mA
895.6 fsec,1.046 mA
896.6 fsec,1.049 mA
897.6 fsec,1.051 mA
898.6 fsec,1.054 mA
899.6 fsec,1.056 mA
900.6 fsec,1.059 mA
901.6 fsec,1.062 mA
902.6 fsec,1.064 mA
903.6 fsec,1.067 mA
904.6 fsec,1.069 mA
905.6 fsec,1.072 mA
906.6 fsec,1.074 mA
907.6 fsec,1.077 mA
908.6 fsec,1.080 mA
909.6 fsec,1.082 mA
910.6 fsec,1.085 mA
911.6 fsec,1.087 mA
912.6 fsec,1.090 mA
913.6 fsec,1.093 mA
