"time
References : ['I_sec2.i']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","I_sec2.i
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
13.93 psec,3.947 mA
13.93 psec,3.947 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.93 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.94 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.95 psec,3.948 mA
13.96 psec,3.948 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.96 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.97 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.949 mA
13.98 psec,3.950 mA
13.98 psec,3.950 mA
13.98 psec,3.950 mA
13.98 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
13.99 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.950 mA
14.00 psec,3.951 mA
14.00 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.01 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.951 mA
14.02 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.03 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.952 mA
14.04 psec,3.953 mA
14.04 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.05 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.953 mA
14.06 psec,3.954 mA
14.06 psec,3.954 mA
14.06 psec,3.954 mA
14.06 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.07 psec,3.954 mA
14.08 psec,3.954 mA
14.08 psec,3.954 mA
14.08 psec,3.954 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.08 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.955 mA
14.09 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.10 psec,3.956 mA
14.11 psec,3.956 mA
14.11 psec,3.956 mA
14.11 psec,3.956 mA
14.11 psec,3.956 mA
14.11 psec,3.957 mA
14.11 psec,3.957 mA
14.11 psec,3.957 mA
14.11 psec,3.957 mA
14.11 psec,3.957 mA
14.11 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.957 mA
14.12 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.13 psec,3.958 mA
14.14 psec,3.958 mA
14.14 psec,3.958 mA
14.14 psec,3.958 mA
14.14 psec,3.958 mA
14.14 psec,3.959 mA
14.14 psec,3.959 mA
14.14 psec,3.959 mA
14.14 psec,3.959 mA
14.14 psec,3.959 mA
14.14 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.959 mA
14.15 psec,3.960 mA
14.15 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.16 psec,3.960 mA
14.17 psec,3.960 mA
14.17 psec,3.960 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.17 psec,3.961 mA
14.18 psec,3.961 mA
14.18 psec,3.961 mA
14.18 psec,3.961 mA
14.18 psec,3.961 mA
14.18 psec,3.961 mA
14.18 psec,3.962 mA
14.18 psec,3.962 mA
14.18 psec,3.962 mA
14.18 psec,3.962 mA
14.18 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.962 mA
14.19 psec,3.963 mA
14.19 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.20 psec,3.963 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.21 psec,3.964 mA
14.22 psec,3.964 mA
14.22 psec,3.964 mA
14.22 psec,3.964 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.22 psec,3.965 mA
14.23 psec,3.965 mA
14.23 psec,3.965 mA
14.23 psec,3.965 mA
14.23 psec,3.965 mA
14.23 psec,3.965 mA
14.23 psec,3.966 mA
14.23 psec,3.966 mA
14.23 psec,3.966 mA
14.23 psec,3.966 mA
14.23 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.966 mA
14.24 psec,3.967 mA
14.24 psec,3.967 mA
14.24 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.967 mA
14.25 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.26 psec,3.968 mA
14.27 psec,3.968 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.27 psec,3.969 mA
14.28 psec,3.969 mA
14.28 psec,3.969 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.28 psec,3.970 mA
14.29 psec,3.970 mA
14.29 psec,3.970 mA
14.29 psec,3.970 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.29 psec,3.971 mA
14.30 psec,3.971 mA
14.30 psec,3.971 mA
14.30 psec,3.971 mA
14.30 psec,3.971 mA
14.30 psec,3.972 mA
14.30 psec,3.972 mA
14.30 psec,3.972 mA
14.30 psec,3.972 mA
14.30 psec,3.972 mA
14.30 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.972 mA
14.31 psec,3.973 mA
14.31 psec,3.973 mA
14.31 psec,3.973 mA
14.31 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.973 mA
14.32 psec,3.974 mA
14.32 psec,3.974 mA
14.32 psec,3.974 mA
14.32 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.974 mA
14.33 psec,3.975 mA
14.33 psec,3.975 mA
14.33 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.975 mA
14.34 psec,3.976 mA
14.34 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.976 mA
14.35 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.977 mA
14.36 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.978 mA
14.37 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.38 psec,3.979 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.39 psec,3.980 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.40 psec,3.981 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.41 psec,3.982 mA
14.42 psec,3.982 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.42 psec,3.983 mA
14.43 psec,3.983 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.43 psec,3.984 mA
14.44 psec,3.984 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.44 psec,3.985 mA
14.45 psec,3.985 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.45 psec,3.986 mA
14.46 psec,3.986 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.46 psec,3.987 mA
14.47 psec,3.987 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.47 psec,3.988 mA
14.48 psec,3.988 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.48 psec,3.989 mA
14.49 psec,3.989 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.49 psec,3.990 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.50 psec,3.991 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.51 psec,3.992 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.52 psec,3.993 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.53 psec,3.994 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.54 psec,3.995 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.55 psec,3.996 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.997 mA
14.56 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.998 mA
14.57 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,3.999 mA
14.58 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.000 mA
14.59 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.001 mA
14.60 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.002 mA
14.61 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.003 mA
14.62 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.004 mA
14.63 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.005 mA
14.64 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.006 mA
14.65 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.007 mA
14.66 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.008 mA
14.67 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.68 psec,4.009 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.69 psec,4.010 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.70 psec,4.011 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.71 psec,4.012 mA
14.72 psec,4.012 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.72 psec,4.013 mA
14.73 psec,4.013 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.73 psec,4.014 mA
14.74 psec,4.014 mA
14.74 psec,4.014 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.74 psec,4.015 mA
14.75 psec,4.015 mA
14.75 psec,4.015 mA
14.75 psec,4.015 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.75 psec,4.016 mA
14.76 psec,4.016 mA
14.76 psec,4.016 mA
14.76 psec,4.016 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.76 psec,4.017 mA
14.77 psec,4.017 mA
14.77 psec,4.017 mA
14.77 psec,4.017 mA
14.77 psec,4.017 mA
14.77 psec,4.018 mA
14.77 psec,4.018 mA
14.77 psec,4.018 mA
14.77 psec,4.018 mA
14.77 psec,4.018 mA
14.77 psec,4.018 mA
14.78 psec,4.018 mA
14.78 psec,4.018 mA
14.78 psec,4.018 mA
14.78 psec,4.018 mA
14.78 psec,4.018 mA
14.78 psec,4.019 mA
14.78 psec,4.019 mA
14.78 psec,4.019 mA
14.78 psec,4.019 mA
14.78 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.019 mA
14.79 psec,4.020 mA
14.79 psec,4.020 mA
14.79 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.020 mA
14.80 psec,4.021 mA
14.80 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.021 mA
14.81 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.82 psec,4.022 mA
14.83 psec,4.022 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.83 psec,4.023 mA
14.84 psec,4.023 mA
14.84 psec,4.023 mA
14.84 psec,4.023 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.84 psec,4.024 mA
14.85 psec,4.024 mA
14.85 psec,4.024 mA
14.85 psec,4.024 mA
14.85 psec,4.024 mA
14.85 psec,4.024 mA
14.85 psec,4.025 mA
14.85 psec,4.025 mA
14.85 psec,4.025 mA
14.85 psec,4.025 mA
14.85 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.025 mA
14.86 psec,4.026 mA
14.86 psec,4.026 mA
14.86 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.026 mA
14.87 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.88 psec,4.027 mA
14.89 psec,4.027 mA
14.89 psec,4.027 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.89 psec,4.028 mA
14.90 psec,4.028 mA
14.90 psec,4.028 mA
14.90 psec,4.028 mA
14.90 psec,4.028 mA
14.90 psec,4.028 mA
14.90 psec,4.029 mA
14.90 psec,4.029 mA
14.90 psec,4.029 mA
14.90 psec,4.029 mA
14.90 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.029 mA
14.91 psec,4.030 mA
14.91 psec,4.030 mA
14.92 psec,4.030 mA
14.92 psec,4.030 mA
14.92 psec,4.030 mA
