"time
References : ['I_sec70.i']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","I_sec70.i
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
174.6 fsec,0.0000 A
175.6 fsec,0.0000 A
176.6 fsec,0.0000 A
177.6 fsec,0.0000 A
178.6 fsec,0.0000 A
179.6 fsec,0.0000 A
180.6 fsec,0.0000 A
181.6 fsec,0.0000 A
182.6 fsec,0.0000 A
183.6 fsec,0.0000 A
184.6 fsec,0.0000 A
185.6 fsec,0.0000 A
186.6 fsec,0.0000 A
187.6 fsec,0.0000 A
188.6 fsec,0.0000 A
189.6 fsec,0.0000 A
190.6 fsec,0.0000 A
191.6 fsec,0.0000 A
192.6 fsec,0.0000 A
193.6 fsec,0.0000 A
194.6 fsec,0.0000 A
195.6 fsec,0.0000 A
196.6 fsec,0.0000 A
197.6 fsec,0.0000 A
198.6 fsec,0.0000 A
199.6 fsec,0.0000 A
200.6 fsec,0.0000 A
201.6 fsec,0.0000 A
202.6 fsec,0.0000 A
203.6 fsec,0.0000 A
204.6 fsec,0.0000 A
205.6 fsec,0.0000 A
206.6 fsec,0.0000 A
207.6 fsec,0.0000 A
208.6 fsec,0.0000 A
209.6 fsec,0.0000 A
210.6 fsec,0.0000 A
211.6 fsec,0.0000 A
212.6 fsec,0.0000 A
213.6 fsec,0.0000 A
214.6 fsec,0.0000 A
215.6 fsec,0.0000 A
216.6 fsec,0.0000 A
217.6 fsec,0.0000 A
218.6 fsec,0.0000 A
219.6 fsec,0.0000 A
220.6 fsec,0.0000 A
221.6 fsec,0.0000 A
222.6 fsec,0.0000 A
223.6 fsec,0.0000 A
224.6 fsec,0.0000 A
225.6 fsec,0.0000 A
226.6 fsec,0.0000 A
227.6 fsec,0.0000 A
228.6 fsec,0.0000 A
229.6 fsec,0.0000 A
230.6 fsec,0.0000 A
231.6 fsec,0.0000 A
232.6 fsec,0.0000 A
233.6 fsec,0.0000 A
234.6 fsec,0.0000 A
235.6 fsec,0.0000 A
236.6 fsec,0.0000 A
237.6 fsec,0.0000 A
238.6 fsec,0.0000 A
239.6 fsec,0.0000 A
240.6 fsec,0.0000 A
241.6 fsec,0.0000 A
242.6 fsec,0.0000 A
243.6 fsec,0.0000 A
244.6 fsec,0.0000 A
245.6 fsec,0.0000 A
246.6 fsec,0.0000 A
247.6 fsec,0.0000 A
248.6 fsec,0.0000 A
249.6 fsec,0.0000 A
250.6 fsec,0.0000 A
251.6 fsec,0.0000 A
252.6 fsec,0.0000 A
253.6 fsec,0.0000 A
254.6 fsec,0.0000 A
255.6 fsec,0.0000 A
256.6 fsec,0.0000 A
257.6 fsec,0.0000 A
258.6 fsec,0.0000 A
259.6 fsec,0.0000 A
260.6 fsec,0.0000 A
261.6 fsec,0.0000 A
262.6 fsec,0.0000 A
263.6 fsec,0.0000 A
264.6 fsec,0.0000 A
265.6 fsec,0.0000 A
266.6 fsec,0.0000 A
267.6 fsec,0.0000 A
268.6 fsec,0.0000 A
269.6 fsec,infE-324A
270.6 fsec,0.01485E-321A
271.6 fsec,0.03465E-321A
272.6 fsec,0.06436E-321A
273.6 fsec,0.1089E-321A
274.6 fsec,0.1832E-321A
275.6 fsec,0.2970E-321A
276.6 fsec,0.4703E-321A
277.6 fsec,0.7376E-321A
278.6 fsec,1.149E-321A
279.6 fsec,1.782E-321A
280.6 fsec,2.762E-321A
281.6 fsec,4.277E-321A
282.6 fsec,6.634E-321A
283.6 fsec,0.01029E-318A
284.6 fsec,0.01602E-318A
285.6 fsec,0.02499E-318A
286.6 fsec,0.03905E-318A
287.6 fsec,0.06112E-318A
288.6 fsec,0.09577E-318A
289.6 fsec,0.1496E-318A
290.6 fsec,0.2317E-318A
291.6 fsec,0.3538E-318A
292.6 fsec,0.5315E-318A
293.6 fsec,0.7853E-318A
294.6 fsec,1.143E-318A
295.6 fsec,1.646E-318A
296.6 fsec,2.386E-318A
297.6 fsec,3.521E-318A
298.6 fsec,5.310E-318A
299.6 fsec,8.140E-318A
300.6 fsec,0.01259E-315A
301.6 fsec,0.01952E-315A
302.6 fsec,0.03023E-315A
303.6 fsec,0.04664E-315A
304.6 fsec,0.07157E-315A
305.6 fsec,0.1092E-315A
306.6 fsec,0.1659E-315A
307.6 fsec,0.2510E-315A
308.6 fsec,0.3789E-315A
309.6 fsec,0.5716E-315A
310.6 fsec,0.8625E-315A
311.6 fsec,1.303E-315A
312.6 fsec,1.972E-315A
313.6 fsec,2.991E-315A
314.6 fsec,4.547E-315A
315.6 fsec,6.925E-315A
316.6 fsec,0.01057E-312A
317.6 fsec,0.01862E-312A
318.6 fsec,0.03211E-312A
319.6 fsec,0.05015E-312A
320.6 fsec,0.1740E-312A
321.6 fsec,0.2096E-312A
322.6 fsec,0.2567E-312A
323.6 fsec,0.4199E-312A
324.6 fsec,0.4086E-312A
325.6 fsec,0.4278E-312A
326.6 fsec,0.3939E-312A
327.6 fsec,0.4339E-312A
328.6 fsec,0.4883E-312A
329.6 fsec,0.8145E-312A
330.6 fsec,1.204E-312A
331.6 fsec,1.793E-312A
332.6 fsec,2.783E-312A
333.6 fsec,4.274E-312A
334.6 fsec,6.520E-312A
335.6 fsec,9.898E-312A
336.6 fsec,0.01493E-309A
337.6 fsec,0.02253E-309A
338.6 fsec,0.03387E-309A
339.6 fsec,0.05083E-309A
340.6 fsec,0.07606E-309A
341.6 fsec,0.1140E-309A
342.6 fsec,0.1703E-309A
343.6 fsec,0.2544E-309A
344.6 fsec,0.3793E-309A
345.6 fsec,0.5650E-309A
346.6 fsec,0.8407E-309A
347.6 fsec,1.249E-309A
348.6 fsec,1.854E-309A
349.6 fsec,2.750E-309A
350.6 fsec,4.073E-309A
351.6 fsec,6.027E-309A
352.6 fsec,8.908E-309A
353.6 fsec,0.01315E-306A
354.6 fsec,0.01940E-306A
355.6 fsec,0.02858E-306A
356.6 fsec,0.04207E-306A
357.6 fsec,0.06185E-306A
358.6 fsec,0.09085E-306A
359.6 fsec,0.1333E-306A
360.6 fsec,0.1954E-306A
361.6 fsec,0.2861E-306A
362.6 fsec,0.4185E-306A
363.6 fsec,0.6117E-306A
364.6 fsec,0.8930E-306A
365.6 fsec,1.302E-306A
366.6 fsec,1.898E-306A
367.6 fsec,2.762E-306A
368.6 fsec,4.017E-306A
369.6 fsec,5.836E-306A
370.6 fsec,8.470E-306A
371.6 fsec,0.01228E-303A
372.6 fsec,0.01779E-303A
373.6 fsec,0.02575E-303A
374.6 fsec,0.03723E-303A
375.6 fsec,0.05377E-303A
376.6 fsec,0.07760E-303A
377.6 fsec,0.1119E-303A
378.6 fsec,0.1612E-303A
379.6 fsec,0.2319E-303A
380.6 fsec,0.3335E-303A
381.6 fsec,0.4790E-303A
382.6 fsec,0.6875E-303A
383.6 fsec,0.9858E-303A
384.6 fsec,1.412E-303A
385.6 fsec,2.021E-303A
386.6 fsec,2.891E-303A
387.6 fsec,4.130E-303A
388.6 fsec,5.896E-303A
389.6 fsec,8.409E-303A
390.6 fsec,0.01198E-300A
391.6 fsec,0.01706E-300A
392.6 fsec,0.02427E-300A
393.6 fsec,0.03449E-300A
394.6 fsec,0.04898E-300A
395.6 fsec,0.06950E-300A
396.6 fsec,0.09853E-300A
397.6 fsec,0.1396E-300A
398.6 fsec,0.1975E-300A
399.6 fsec,0.2793E-300A
400.6 fsec,0.3946E-300A
401.6 fsec,0.5571E-300A
402.6 fsec,0.7858E-300A
403.6 fsec,1.108E-300A
404.6 fsec,1.560E-300A
405.6 fsec,2.195E-300A
406.6 fsec,3.086E-300A
407.6 fsec,4.335E-300A
408.6 fsec,6.085E-300A
409.6 fsec,8.535E-300A
410.6 fsec,0.01196E-297A
411.6 fsec,0.01675E-297A
412.6 fsec,0.02344E-297A
413.6 fsec,0.03277E-297A
414.6 fsec,0.04578E-297A
415.6 fsec,0.06391E-297A
416.6 fsec,0.08915E-297A
417.6 fsec,0.1243E-297A
418.6 fsec,0.1731E-297A
419.6 fsec,0.2408E-297A
420.6 fsec,0.3349E-297A
421.6 fsec,0.4654E-297A
422.6 fsec,0.6462E-297A
423.6 fsec,0.8967E-297A
424.6 fsec,1.243E-297A
425.6 fsec,1.722E-297A
426.6 fsec,2.384E-297A
427.6 fsec,3.299E-297A
428.6 fsec,4.560E-297A
429.6 fsec,6.299E-297A
430.6 fsec,8.695E-297A
431.6 fsec,0.01199E-294A
432.6 fsec,0.01653E-294A
433.6 fsec,0.02277E-294A
434.6 fsec,0.03134E-294A
435.6 fsec,0.04310E-294A
436.6 fsec,0.05925E-294A
437.6 fsec,0.08137E-294A
438.6 fsec,0.1117E-294A
439.6 fsec,0.1532E-294A
440.6 fsec,0.2099E-294A
441.6 fsec,0.2876E-294A
442.6 fsec,0.3936E-294A
443.6 fsec,0.5383E-294A
444.6 fsec,0.7358E-294A
445.6 fsec,1.005E-294A
446.6 fsec,1.372E-294A
447.6 fsec,1.871E-294A
448.6 fsec,2.551E-294A
449.6 fsec,3.475E-294A
450.6 fsec,4.730E-294A
451.6 fsec,6.435E-294A
452.6 fsec,8.749E-294A
453.6 fsec,0.01189E-291A
454.6 fsec,0.01614E-291A
455.6 fsec,0.02190E-291A
456.6 fsec,0.02969E-291A
457.6 fsec,0.04024E-291A
458.6 fsec,0.05449E-291A
459.6 fsec,0.07374E-291A
460.6 fsec,0.09973E-291A
461.6 fsec,0.1348E-291A
462.6 fsec,0.1821E-291A
463.6 fsec,0.2458E-291A
464.6 fsec,0.3316E-291A
465.6 fsec,0.4471E-291A
466.6 fsec,0.6024E-291A
467.6 fsec,0.8111E-291A
468.6 fsec,1.092E-291A
469.6 fsec,1.468E-291A
470.6 fsec,1.973E-291A
471.6 fsec,2.650E-291A
472.6 fsec,3.558E-291A
473.6 fsec,4.773E-291A
474.6 fsec,6.400E-291A
475.6 fsec,8.576E-291A
476.6 fsec,0.01148E-288A
477.6 fsec,0.01537E-288A
478.6 fsec,0.02056E-288A
479.6 fsec,0.02749E-288A
480.6 fsec,0.03672E-288A
481.6 fsec,0.04903E-288A
482.6 fsec,0.06543E-288A
483.6 fsec,0.08727E-288A
484.6 fsec,0.1163E-288A
485.6 fsec,0.1550E-288A
486.6 fsec,0.2063E-288A
487.6 fsec,0.2745E-288A
488.6 fsec,0.3651E-288A
489.6 fsec,0.4852E-288A
490.6 fsec,0.6445E-288A
491.6 fsec,0.8557E-288A
492.6 fsec,1.135E-288A
493.6 fsec,1.506E-288A
494.6 fsec,1.996E-288A
495.6 fsec,2.643E-288A
496.6 fsec,3.500E-288A
497.6 fsec,4.631E-288A
498.6 fsec,6.124E-288A
499.6 fsec,8.094E-288A
500.6 fsec,0.01069E-285A
501.6 fsec,0.01412E-285A
502.6 fsec,0.01863E-285A
503.6 fsec,0.02457E-285A
504.6 fsec,0.03239E-285A
505.6 fsec,0.04267E-285A
506.6 fsec,0.05618E-285A
507.6 fsec,0.07394E-285A
508.6 fsec,0.09726E-285A
509.6 fsec,0.1279E-285A
510.6 fsec,0.1680E-285A
511.6 fsec,0.2207E-285A
512.6 fsec,0.2896E-285A
513.6 fsec,0.3800E-285A
514.6 fsec,0.4983E-285A
515.6 fsec,0.6530E-285A
516.6 fsec,0.8554E-285A
517.6 fsec,1.120E-285A
518.6 fsec,1.466E-285A
519.6 fsec,1.917E-285A
520.6 fsec,2.506E-285A
521.6 fsec,3.274E-285A
522.6 fsec,4.276E-285A
523.6 fsec,5.582E-285A
524.6 fsec,7.282E-285A
525.6 fsec,9.496E-285A
526.6 fsec,0.01238E-282A
527.6 fsec,0.01612E-282A
528.6 fsec,0.02099E-282A
529.6 fsec,0.02732E-282A
530.6 fsec,0.03554E-282A
531.6 fsec,0.04621E-282A
532.6 fsec,0.06005E-282A
533.6 fsec,0.07801E-282A
534.6 fsec,0.1013E-282A
535.6 fsec,0.1314E-282A
536.6 fsec,0.1705E-282A
537.6 fsec,0.2210E-282A
538.6 fsec,0.2864E-282A
539.6 fsec,0.3710E-282A
540.6 fsec,0.4803E-282A
541.6 fsec,0.6215E-282A
542.6 fsec,0.8038E-282A
543.6 fsec,1.039E-282A
544.6 fsec,1.343E-282A
545.6 fsec,1.735E-282A
546.6 fsec,2.239E-282A
547.6 fsec,2.890E-282A
548.6 fsec,3.727E-282A
549.6 fsec,4.806E-282A
550.6 fsec,6.193E-282A
551.6 fsec,7.977E-282A
552.6 fsec,0.01027E-279A
553.6 fsec,0.01322E-279A
554.6 fsec,0.01700E-279A
555.6 fsec,0.02186E-279A
556.6 fsec,0.02810E-279A
557.6 fsec,0.03610E-279A
558.6 fsec,0.04636E-279A
559.6 fsec,0.05950E-279A
560.6 fsec,0.07634E-279A
561.6 fsec,0.09790E-279A
562.6 fsec,0.1255E-279A
563.6 fsec,0.1608E-279A
564.6 fsec,0.2060E-279A
565.6 fsec,0.2637E-279A
566.6 fsec,0.3374E-279A
567.6 fsec,0.4316E-279A
568.6 fsec,0.5518E-279A
569.6 fsec,0.7052E-279A
570.6 fsec,0.9009E-279A
571.6 fsec,1.150E-279A
572.6 fsec,1.468E-279A
573.6 fsec,1.874E-279A
574.6 fsec,2.390E-279A
575.6 fsec,3.046E-279A
576.6 fsec,3.882E-279A
577.6 fsec,4.945E-279A
578.6 fsec,6.296E-279A
579.6 fsec,8.013E-279A
580.6 fsec,0.01019E-276A
581.6 fsec,0.01296E-276A
582.6 fsec,0.01648E-276A
583.6 fsec,0.02094E-276A
584.6 fsec,0.02660E-276A
585.6 fsec,0.03377E-276A
586.6 fsec,0.04286E-276A
587.6 fsec,0.05437E-276A
588.6 fsec,0.06895E-276A
589.6 fsec,0.08740E-276A
590.6 fsec,0.1107E-276A
591.6 fsec,0.1403E-276A
592.6 fsec,0.1776E-276A
593.6 fsec,0.2248E-276A
594.6 fsec,0.2844E-276A
595.6 fsec,0.3597E-276A
596.6 fsec,0.4547E-276A
597.6 fsec,0.5746E-276A
598.6 fsec,0.7258E-276A
599.6 fsec,0.9164E-276A
600.6 fsec,1.157E-276A
601.6 fsec,1.460E-276A
602.6 fsec,1.841E-276A
603.6 fsec,2.321E-276A
604.6 fsec,2.925E-276A
605.6 fsec,3.685E-276A
606.6 fsec,4.641E-276A
607.6 fsec,5.842E-276A
608.6 fsec,7.352E-276A
609.6 fsec,9.249E-276A
610.6 fsec,0.01163E-273A
611.6 fsec,0.01462E-273A
612.6 fsec,0.01837E-273A
613.6 fsec,0.02308E-273A
614.6 fsec,0.02897E-273A
615.6 fsec,0.03637E-273A
616.6 fsec,0.04563E-273A
617.6 fsec,0.05724E-273A
618.6 fsec,0.07177E-273A
619.6 fsec,0.08995E-273A
620.6 fsec,0.1127E-273A
621.6 fsec,0.1412E-273A
622.6 fsec,0.1767E-273A
623.6 fsec,0.2212E-273A
624.6 fsec,0.2768E-273A
625.6 fsec,0.3461E-273A
626.6 fsec,0.4328E-273A
627.6 fsec,0.5409E-273A
