0,0,0.54174
0,1.001e-08,0.5448
0,2.002e-08,0.54786
0,3.003e-08,0.55092
0,4.004e-08,0.55399
0,5.005e-08,0.55707
0,6.006e-08,0.56015
0,7.007e-08,0.56324
0,8.008e-08,0.56633
0,9.009e-08,0.56942
0,1.001e-07,0.57253
0,1.1011e-07,0.57563
0,1.2012e-07,0.57874
0,1.3013e-07,0.58186
0,1.4014e-07,0.58498
0,1.5015e-07,0.58811
0,1.6016e-07,0.59124
0,1.7017e-07,0.59438
0,1.8018e-07,0.59752
0,1.9019e-07,0.60067
0,2.002e-07,0.60382
0,2.1021e-07,0.60698
0,2.2022e-07,0.61014
0,2.3023e-07,0.6133
0,2.4024e-07,0.61647
0,2.5025e-07,0.61965
0,2.6026e-07,0.62283
0,2.7027e-07,0.62601
0,2.8028e-07,0.6292
0,2.9029e-07,0.63239
0,3.003e-07,0.63559
0,3.1031e-07,0.6388
0,3.2032e-07,0.642
0,3.3033e-07,0.64521
0,3.4034e-07,0.64843
0,3.5035e-07,0.65165
0,3.6036e-07,0.65487
0,3.7037e-07,0.6581
0,3.8038e-07,0.66134
0,3.9039e-07,0.66457
0,4.004e-07,0.66782
0,4.1041e-07,0.67106
0,4.2042e-07,0.67431
0,4.3043e-07,0.67757
0,4.4044e-07,0.68083
0,4.5045e-07,0.68409
0,4.6046e-07,0.68735
0,4.7047e-07,0.69063
0,4.8048e-07,0.6939
0,4.9049e-07,0.69718
0,5.005e-07,0.70046
0,5.1051e-07,0.70375
0,5.2052e-07,0.70704
0,5.3053e-07,0.71033
0,5.4054e-07,0.71363
0,5.5055e-07,0.71693
0,5.6056e-07,0.72024
0,5.7057e-07,0.72355
0,5.8058e-07,0.72686
0,5.9059e-07,0.73017
0,6.006e-07,0.73349
0,6.1061e-07,0.73682
0,6.2062e-07,0.74014
0,6.3063e-07,0.74348
0,6.4064e-07,0.74681
0,6.5065e-07,0.75015
0,6.6066e-07,0.75349
0,6.7067e-07,0.75683
0,6.8068e-07,0.76018
0,6.9069e-07,0.76353
0,7.007e-07,0.76688
0,7.1071e-07,0.77024
0,7.2072e-07,0.7736
0,7.3073e-07,0.77697
0,7.4074e-07,0.78033
0,7.5075e-07,0.7837
0,7.6076e-07,0.78708
0,7.7077e-07,0.79045
0,7.8078e-07,0.79383
0,7.9079e-07,0.79721
0,8.008e-07,0.8006
0,8.1081e-07,0.80399
0,8.2082e-07,0.80738
0,8.3083e-07,0.81077
0,8.4084e-07,0.81417
0,8.5085e-07,0.81757
0,8.6086e-07,0.82097
0,8.7087e-07,0.82437
0,8.8088e-07,0.82778
0,8.9089e-07,0.83119
0,9.009e-07,0.8346
0,9.1091e-07,0.83802
0,9.2092e-07,0.84143
