"time
References : ['I_cap25.i']
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real","I_cap25.i
References : []
Dependency : [time]
Num. Points : [100007]
Matrix Size : scalar
Type : Real"
29.05 psec,135.5 uA
29.05 psec,134.5 uA
29.05 psec,133.4 uA
29.05 psec,132.4 uA
29.06 psec,131.3 uA
29.06 psec,130.3 uA
29.06 psec,129.2 uA
29.06 psec,128.2 uA
29.06 psec,127.1 uA
29.06 psec,126.1 uA
29.06 psec,125.0 uA
29.06 psec,124.0 uA
29.06 psec,123.0 uA
29.06 psec,121.9 uA
29.07 psec,120.9 uA
29.07 psec,119.8 uA
29.07 psec,118.8 uA
29.07 psec,117.7 uA
29.07 psec,116.7 uA
29.07 psec,115.6 uA
29.07 psec,114.6 uA
29.07 psec,113.5 uA
29.07 psec,112.5 uA
29.07 psec,111.4 uA
29.08 psec,110.4 uA
29.08 psec,109.3 uA
29.08 psec,108.3 uA
29.08 psec,107.2 uA
29.08 psec,106.2 uA
29.08 psec,105.1 uA
29.08 psec,104.1 uA
29.08 psec,103.0 uA
29.08 psec,102.0 uA
29.08 psec,100.9 uA
29.09 psec,99.90 uA
29.09 psec,98.85 uA
29.09 psec,97.81 uA
29.09 psec,96.76 uA
29.09 psec,95.71 uA
29.09 psec,94.66 uA
29.09 psec,93.62 uA
29.09 psec,92.57 uA
29.09 psec,91.52 uA
29.09 psec,90.47 uA
29.10 psec,89.43 uA
29.10 psec,88.38 uA
29.10 psec,87.33 uA
29.10 psec,86.28 uA
29.10 psec,85.24 uA
29.10 psec,84.19 uA
29.10 psec,83.14 uA
29.10 psec,82.09 uA
29.10 psec,81.05 uA
29.10 psec,80.00 uA
29.11 psec,78.95 uA
29.11 psec,77.90 uA
29.11 psec,76.86 uA
29.11 psec,75.81 uA
29.11 psec,74.76 uA
29.11 psec,73.71 uA
29.11 psec,72.67 uA
29.11 psec,71.62 uA
29.11 psec,70.57 uA
29.11 psec,69.53 uA
29.12 psec,68.48 uA
29.12 psec,67.43 uA
29.12 psec,66.39 uA
29.12 psec,65.34 uA
29.12 psec,64.29 uA
29.12 psec,63.24 uA
29.12 psec,62.20 uA
29.12 psec,61.15 uA
29.12 psec,60.10 uA
29.12 psec,59.06 uA
29.13 psec,58.01 uA
29.13 psec,56.96 uA
29.13 psec,55.92 uA
29.13 psec,54.87 uA
29.13 psec,53.82 uA
29.13 psec,52.78 uA
29.13 psec,51.73 uA
29.13 psec,50.69 uA
29.13 psec,49.64 uA
29.13 psec,48.59 uA
29.14 psec,47.55 uA
29.14 psec,46.50 uA
29.14 psec,45.46 uA
29.14 psec,44.41 uA
29.14 psec,43.36 uA
29.14 psec,42.32 uA
29.14 psec,41.27 uA
29.14 psec,40.23 uA
29.14 psec,39.18 uA
29.14 psec,38.13 uA
29.15 psec,37.09 uA
29.15 psec,36.04 uA
29.15 psec,35.00 uA
29.15 psec,33.95 uA
29.15 psec,32.91 uA
29.15 psec,31.86 uA
29.15 psec,30.82 uA
29.15 psec,29.77 uA
29.15 psec,28.73 uA
29.15 psec,27.68 uA
29.16 psec,26.64 uA
29.16 psec,25.59 uA
29.16 psec,24.55 uA
29.16 psec,23.50 uA
29.16 psec,22.46 uA
29.16 psec,21.41 uA
29.16 psec,20.37 uA
29.16 psec,19.32 uA
29.16 psec,18.28 uA
29.16 psec,17.24 uA
29.17 psec,16.19 uA
29.17 psec,15.15 uA
29.17 psec,14.10 uA
29.17 psec,13.06 uA
29.17 psec,12.02 uA
29.17 psec,10.97 uA
29.17 psec,9.929 uA
29.17 psec,8.885 uA
29.17 psec,7.842 uA
29.17 psec,6.798 uA
29.18 psec,5.755 uA
29.18 psec,4.712 uA
29.18 psec,3.669 uA
29.18 psec,2.626 uA
29.18 psec,1.583 uA
29.18 psec,540.3 nA
29.18 psec,-502.4 nA
29.18 psec,-1.545 uA
29.18 psec,-2.588 uA
29.18 psec,-3.630 uA
29.19 psec,-4.672 uA
29.19 psec,-5.714 uA
29.19 psec,-6.757 uA
29.19 psec,-7.799 uA
29.19 psec,-8.840 uA
29.19 psec,-9.882 uA
29.19 psec,-10.92 uA
29.19 psec,-11.97 uA
29.19 psec,-13.01 uA
29.19 psec,-14.05 uA
29.20 psec,-15.09 uA
29.20 psec,-16.13 uA
29.20 psec,-17.17 uA
29.20 psec,-18.21 uA
29.20 psec,-19.25 uA
29.20 psec,-20.29 uA
29.20 psec,-21.33 uA
29.20 psec,-22.38 uA
29.20 psec,-23.42 uA
29.20 psec,-24.46 uA
29.21 psec,-25.50 uA
29.21 psec,-26.54 uA
29.21 psec,-27.58 uA
29.21 psec,-28.62 uA
29.21 psec,-29.66 uA
29.21 psec,-30.69 uA
29.21 psec,-31.73 uA
29.21 psec,-32.77 uA
29.21 psec,-33.81 uA
29.21 psec,-34.85 uA
29.22 psec,-35.89 uA
29.22 psec,-36.93 uA
29.22 psec,-37.97 uA
29.22 psec,-39.01 uA
29.22 psec,-40.04 uA
29.22 psec,-41.08 uA
29.22 psec,-42.12 uA
29.22 psec,-43.16 uA
29.22 psec,-44.20 uA
29.22 psec,-45.23 uA
29.23 psec,-46.27 uA
29.23 psec,-47.31 uA
29.23 psec,-48.35 uA
29.23 psec,-49.38 uA
29.23 psec,-50.42 uA
29.23 psec,-51.46 uA
29.23 psec,-52.49 uA
29.23 psec,-53.53 uA
29.23 psec,-54.57 uA
29.23 psec,-55.60 uA
29.24 psec,-56.64 uA
29.24 psec,-57.67 uA
29.24 psec,-58.71 uA
29.24 psec,-59.75 uA
29.24 psec,-60.78 uA
29.24 psec,-61.82 uA
29.24 psec,-62.85 uA
29.24 psec,-63.89 uA
29.24 psec,-64.92 uA
29.24 psec,-65.96 uA
29.25 psec,-66.99 uA
29.25 psec,-68.03 uA
29.25 psec,-69.06 uA
29.25 psec,-70.09 uA
29.25 psec,-71.13 uA
29.25 psec,-72.16 uA
29.25 psec,-73.20 uA
29.25 psec,-74.23 uA
29.25 psec,-75.26 uA
29.25 psec,-76.29 uA
29.26 psec,-77.33 uA
29.26 psec,-78.36 uA
29.26 psec,-79.39 uA
29.26 psec,-80.43 uA
29.26 psec,-81.46 uA
29.26 psec,-82.49 uA
29.26 psec,-83.52 uA
29.26 psec,-84.55 uA
29.26 psec,-85.58 uA
29.26 psec,-86.62 uA
29.27 psec,-87.65 uA
29.27 psec,-88.68 uA
29.27 psec,-89.71 uA
29.27 psec,-90.74 uA
29.27 psec,-91.77 uA
29.27 psec,-92.80 uA
29.27 psec,-93.83 uA
29.27 psec,-94.86 uA
29.27 psec,-95.89 uA
29.27 psec,-96.92 uA
29.28 psec,-97.95 uA
29.28 psec,-98.98 uA
29.28 psec,-100.0 uA
29.28 psec,-101.0 uA
29.28 psec,-102.1 uA
29.28 psec,-103.1 uA
29.28 psec,-104.1 uA
29.28 psec,-105.1 uA
29.28 psec,-106.2 uA
29.28 psec,-107.2 uA
29.29 psec,-108.2 uA
29.29 psec,-109.3 uA
29.29 psec,-110.3 uA
29.29 psec,-111.3 uA
29.29 psec,-112.3 uA
29.29 psec,-113.4 uA
29.29 psec,-114.4 uA
29.29 psec,-115.4 uA
29.29 psec,-116.4 uA
29.29 psec,-117.5 uA
29.30 psec,-118.5 uA
29.30 psec,-119.5 uA
29.30 psec,-120.5 uA
29.30 psec,-121.6 uA
29.30 psec,-122.6 uA
29.30 psec,-123.6 uA
29.30 psec,-124.6 uA
29.30 psec,-125.7 uA
29.30 psec,-126.7 uA
29.30 psec,-127.7 uA
29.31 psec,-128.7 uA
29.31 psec,-129.8 uA
29.31 psec,-130.8 uA
29.31 psec,-131.8 uA
29.31 psec,-132.8 uA
29.31 psec,-133.9 uA
29.31 psec,-134.9 uA
29.31 psec,-135.9 uA
29.31 psec,-136.9 uA
29.31 psec,-137.9 uA
29.32 psec,-139.0 uA
29.32 psec,-140.0 uA
29.32 psec,-141.0 uA
29.32 psec,-142.0 uA
29.32 psec,-143.0 uA
29.32 psec,-144.1 uA
29.32 psec,-145.1 uA
29.32 psec,-146.1 uA
29.32 psec,-147.1 uA
29.32 psec,-148.1 uA
29.33 psec,-149.2 uA
29.33 psec,-150.2 uA
29.33 psec,-151.2 uA
29.33 psec,-152.2 uA
29.33 psec,-153.2 uA
29.33 psec,-154.2 uA
29.33 psec,-155.3 uA
29.33 psec,-156.3 uA
29.33 psec,-157.3 uA
29.33 psec,-158.3 uA
29.34 psec,-159.3 uA
29.34 psec,-160.3 uA
29.34 psec,-161.4 uA
29.34 psec,-162.4 uA
29.34 psec,-163.4 uA
29.34 psec,-164.4 uA
29.34 psec,-165.4 uA
29.34 psec,-166.4 uA
29.34 psec,-167.5 uA
29.34 psec,-168.5 uA
29.35 psec,-169.5 uA
29.35 psec,-170.5 uA
29.35 psec,-171.5 uA
29.35 psec,-172.5 uA
29.35 psec,-173.5 uA
29.35 psec,-174.5 uA
29.35 psec,-175.6 uA
29.35 psec,-176.6 uA
29.35 psec,-177.6 uA
29.35 psec,-178.6 uA
29.36 psec,-179.6 uA
29.36 psec,-180.6 uA
29.36 psec,-181.6 uA
29.36 psec,-182.6 uA
29.36 psec,-183.6 uA
29.36 psec,-184.7 uA
29.36 psec,-185.7 uA
29.36 psec,-186.7 uA
29.36 psec,-187.7 uA
29.36 psec,-188.7 uA
29.37 psec,-189.7 uA
29.37 psec,-190.7 uA
29.37 psec,-191.7 uA
29.37 psec,-192.7 uA
29.37 psec,-193.7 uA
29.37 psec,-194.7 uA
29.37 psec,-195.7 uA
29.37 psec,-196.8 uA
29.37 psec,-197.8 uA
29.37 psec,-198.8 uA
29.38 psec,-199.8 uA
29.38 psec,-200.8 uA
29.38 psec,-201.8 uA
29.38 psec,-202.8 uA
29.38 psec,-203.8 uA
29.38 psec,-204.8 uA
29.38 psec,-205.8 uA
29.38 psec,-206.8 uA
29.38 psec,-207.8 uA
29.38 psec,-208.8 uA
29.39 psec,-209.8 uA
29.39 psec,-210.8 uA
29.39 psec,-211.8 uA
29.39 psec,-212.8 uA
29.39 psec,-213.8 uA
29.39 psec,-214.8 uA
29.39 psec,-215.8 uA
29.39 psec,-216.8 uA
29.39 psec,-217.8 uA
29.39 psec,-218.8 uA
29.40 psec,-219.8 uA
29.40 psec,-220.8 uA
29.40 psec,-221.8 uA
29.40 psec,-222.8 uA
29.40 psec,-223.8 uA
29.40 psec,-224.8 uA
29.40 psec,-225.8 uA
29.40 psec,-226.8 uA
29.40 psec,-227.8 uA
29.40 psec,-228.8 uA
29.41 psec,-229.8 uA
29.41 psec,-230.8 uA
29.41 psec,-231.8 uA
29.41 psec,-232.8 uA
29.41 psec,-233.8 uA
29.41 psec,-234.8 uA
29.41 psec,-235.8 uA
29.41 psec,-236.8 uA
29.41 psec,-237.8 uA
29.41 psec,-238.8 uA
29.42 psec,-239.8 uA
29.42 psec,-240.8 uA
29.42 psec,-241.7 uA
29.42 psec,-242.7 uA
29.42 psec,-243.7 uA
29.42 psec,-244.7 uA
29.42 psec,-245.7 uA
29.42 psec,-246.7 uA
29.42 psec,-247.7 uA
29.42 psec,-248.7 uA
29.43 psec,-249.7 uA
29.43 psec,-250.7 uA
29.43 psec,-251.7 uA
29.43 psec,-252.6 uA
29.43 psec,-253.6 uA
29.43 psec,-254.6 uA
29.43 psec,-255.6 uA
29.43 psec,-256.6 uA
29.43 psec,-257.6 uA
29.43 psec,-258.6 uA
29.44 psec,-259.6 uA
29.44 psec,-260.5 uA
29.44 psec,-261.5 uA
29.44 psec,-262.5 uA
29.44 psec,-263.5 uA
29.44 psec,-264.5 uA
29.44 psec,-265.5 uA
29.44 psec,-266.5 uA
29.44 psec,-267.4 uA
29.44 psec,-268.4 uA
29.45 psec,-269.4 uA
29.45 psec,-270.4 uA
29.45 psec,-271.4 uA
29.45 psec,-272.4 uA
29.45 psec,-273.3 uA
29.45 psec,-274.3 uA
29.45 psec,-275.3 uA
29.45 psec,-276.3 uA
29.45 psec,-277.3 uA
29.45 psec,-278.2 uA
29.46 psec,-279.2 uA
29.46 psec,-280.2 uA
29.46 psec,-281.2 uA
29.46 psec,-282.2 uA
29.46 psec,-283.1 uA
29.46 psec,-284.1 uA
29.46 psec,-285.1 uA
29.46 psec,-286.1 uA
29.46 psec,-287.0 uA
29.46 psec,-288.0 uA
29.47 psec,-289.0 uA
29.47 psec,-290.0 uA
29.47 psec,-291.0 uA
29.47 psec,-291.9 uA
29.47 psec,-292.9 uA
29.47 psec,-293.9 uA
29.47 psec,-294.9 uA
29.47 psec,-295.8 uA
29.47 psec,-296.8 uA
29.47 psec,-297.8 uA
29.48 psec,-298.7 uA
29.48 psec,-299.7 uA
29.48 psec,-300.7 uA
29.48 psec,-301.7 uA
29.48 psec,-302.6 uA
29.48 psec,-303.6 uA
29.48 psec,-304.6 uA
29.48 psec,-305.5 uA
29.48 psec,-306.5 uA
29.48 psec,-307.5 uA
29.49 psec,-308.4 uA
29.49 psec,-309.4 uA
29.49 psec,-310.4 uA
29.49 psec,-311.3 uA
29.49 psec,-312.3 uA
29.49 psec,-313.3 uA
29.49 psec,-314.2 uA
29.49 psec,-315.2 uA
29.49 psec,-316.2 uA
29.49 psec,-317.1 uA
29.50 psec,-318.1 uA
29.50 psec,-319.1 uA
29.50 psec,-320.0 uA
29.50 psec,-321.0 uA
29.50 psec,-322.0 uA
29.50 psec,-322.9 uA
29.50 psec,-323.9 uA
29.50 psec,-324.8 uA
29.50 psec,-325.8 uA
29.50 psec,-326.8 uA
29.51 psec,-327.7 uA
29.51 psec,-328.7 uA
29.51 psec,-329.6 uA
29.51 psec,-330.6 uA
29.51 psec,-331.6 uA
29.51 psec,-332.5 uA
29.51 psec,-333.5 uA
29.51 psec,-334.4 uA
29.51 psec,-335.4 uA
29.51 psec,-336.4 uA
29.52 psec,-337.3 uA
29.52 psec,-338.3 uA
29.52 psec,-339.2 uA
29.52 psec,-340.2 uA
29.52 psec,-341.1 uA
29.52 psec,-342.1 uA
29.52 psec,-343.0 uA
29.52 psec,-344.0 uA
29.52 psec,-344.9 uA
29.52 psec,-345.9 uA
29.53 psec,-346.8 uA
29.53 psec,-347.8 uA
29.53 psec,-348.8 uA
29.53 psec,-349.7 uA
29.53 psec,-350.7 uA
29.53 psec,-351.6 uA
29.53 psec,-352.5 uA
29.53 psec,-353.5 uA
29.53 psec,-354.4 uA
29.53 psec,-355.4 uA
29.54 psec,-356.3 uA
29.54 psec,-357.3 uA
29.54 psec,-358.2 uA
29.54 psec,-359.2 uA
29.54 psec,-360.1 uA
29.54 psec,-361.1 uA
29.54 psec,-362.0 uA
29.54 psec,-363.0 uA
29.54 psec,-363.9 uA
29.54 psec,-364.9 uA
29.55 psec,-365.8 uA
29.55 psec,-366.7 uA
29.55 psec,-367.7 uA
29.55 psec,-368.6 uA
29.55 psec,-369.6 uA
29.55 psec,-370.5 uA
29.55 psec,-371.4 uA
29.55 psec,-372.4 uA
29.55 psec,-373.3 uA
29.55 psec,-374.3 uA
29.56 psec,-375.2 uA
29.56 psec,-376.1 uA
29.56 psec,-377.1 uA
29.56 psec,-378.0 uA
29.56 psec,-378.9 uA
29.56 psec,-379.9 uA
29.56 psec,-380.8 uA
29.56 psec,-381.8 uA
29.56 psec,-382.7 uA
29.56 psec,-383.6 uA
29.57 psec,-384.6 uA
29.57 psec,-385.5 uA
29.57 psec,-386.4 uA
29.57 psec,-387.4 uA
29.57 psec,-388.3 uA
29.57 psec,-389.2 uA
29.57 psec,-390.2 uA
29.57 psec,-391.1 uA
29.57 psec,-392.0 uA
29.57 psec,-392.9 uA
29.58 psec,-393.9 uA
29.58 psec,-394.8 uA
29.58 psec,-395.7 uA
29.58 psec,-396.7 uA
29.58 psec,-397.6 uA
29.58 psec,-398.5 uA
29.58 psec,-399.4 uA
29.58 psec,-400.4 uA
29.58 psec,-401.3 uA
29.58 psec,-402.2 uA
29.59 psec,-403.1 uA
29.59 psec,-404.1 uA
29.59 psec,-405.0 uA
29.59 psec,-405.9 uA
29.59 psec,-406.8 uA
29.59 psec,-407.7 uA
29.59 psec,-408.7 uA
29.59 psec,-409.6 uA
29.59 psec,-410.5 uA
29.59 psec,-411.4 uA
29.60 psec,-412.4 uA
29.60 psec,-413.3 uA
29.60 psec,-414.2 uA
29.60 psec,-415.1 uA
29.60 psec,-416.0 uA
29.60 psec,-416.9 uA
29.60 psec,-417.9 uA
29.60 psec,-418.8 uA
29.60 psec,-419.7 uA
29.60 psec,-420.6 uA
29.61 psec,-421.5 uA
29.61 psec,-422.4 uA
29.61 psec,-423.3 uA
29.61 psec,-424.3 uA
29.61 psec,-425.2 uA
29.61 psec,-426.1 uA
29.61 psec,-427.0 uA
29.61 psec,-427.9 uA
29.61 psec,-428.8 uA
29.61 psec,-429.7 uA
29.62 psec,-430.6 uA
29.62 psec,-431.5 uA
29.62 psec,-432.4 uA
29.62 psec,-433.4 uA
29.62 psec,-434.3 uA
29.62 psec,-435.2 uA
29.62 psec,-436.1 uA
29.62 psec,-437.0 uA
29.62 psec,-437.9 uA
29.62 psec,-438.8 uA
29.63 psec,-439.7 uA
29.63 psec,-440.6 uA
29.63 psec,-441.5 uA
29.63 psec,-442.4 uA
29.63 psec,-443.3 uA
29.63 psec,-444.2 uA
29.63 psec,-445.1 uA
29.63 psec,-446.0 uA
29.63 psec,-446.9 uA
29.63 psec,-447.8 uA
29.64 psec,-448.7 uA
29.64 psec,-449.6 uA
29.64 psec,-450.5 uA
29.64 psec,-451.4 uA
29.64 psec,-452.3 uA
29.64 psec,-453.2 uA
29.64 psec,-454.1 uA
29.64 psec,-455.0 uA
29.64 psec,-455.9 uA
29.64 psec,-456.8 uA
29.65 psec,-457.7 uA
29.65 psec,-458.5 uA
29.65 psec,-459.4 uA
29.65 psec,-460.3 uA
29.65 psec,-461.2 uA
29.65 psec,-462.1 uA
29.65 psec,-463.0 uA
29.65 psec,-463.9 uA
29.65 psec,-464.8 uA
29.65 psec,-465.7 uA
29.66 psec,-466.6 uA
29.66 psec,-467.4 uA
29.66 psec,-468.3 uA
29.66 psec,-469.2 uA
29.66 psec,-470.1 uA
29.66 psec,-471.0 uA
29.66 psec,-471.9 uA
29.66 psec,-472.8 uA
29.66 psec,-473.6 uA
29.66 psec,-474.5 uA
29.67 psec,-475.4 uA
29.67 psec,-476.3 uA
29.67 psec,-477.2 uA
29.67 psec,-478.0 uA
29.67 psec,-478.9 uA
29.67 psec,-479.8 uA
29.67 psec,-480.7 uA
29.67 psec,-481.6 uA
29.67 psec,-482.4 uA
29.67 psec,-483.3 uA
29.68 psec,-484.2 uA
29.68 psec,-485.1 uA
29.68 psec,-485.9 uA
29.68 psec,-486.8 uA
29.68 psec,-487.7 uA
29.68 psec,-488.6 uA
29.68 psec,-489.4 uA
29.68 psec,-490.3 uA
29.68 psec,-491.2 uA
29.68 psec,-492.0 uA
29.69 psec,-492.9 uA
29.69 psec,-493.8 uA
29.69 psec,-494.7 uA
29.69 psec,-495.5 uA
29.69 psec,-496.4 uA
29.69 psec,-497.3 uA
29.69 psec,-498.1 uA
29.69 psec,-499.0 uA
29.69 psec,-499.9 uA
29.69 psec,-500.7 uA
29.70 psec,-501.6 uA
29.70 psec,-502.5 uA
29.70 psec,-503.3 uA
29.70 psec,-504.2 uA
29.70 psec,-505.0 uA
29.70 psec,-505.9 uA
29.70 psec,-506.8 uA
29.70 psec,-507.6 uA
29.70 psec,-508.5 uA
29.70 psec,-509.3 uA
29.71 psec,-510.2 uA
29.71 psec,-511.1 uA
29.71 psec,-511.9 uA
29.71 psec,-512.8 uA
29.71 psec,-513.6 uA
29.71 psec,-514.5 uA
29.71 psec,-515.3 uA
29.71 psec,-516.2 uA
29.71 psec,-517.0 uA
29.71 psec,-517.9 uA
29.72 psec,-518.8 uA
29.72 psec,-519.6 uA
29.72 psec,-520.5 uA
29.72 psec,-521.3 uA
29.72 psec,-522.2 uA
29.72 psec,-523.0 uA
29.72 psec,-523.9 uA
29.72 psec,-524.7 uA
29.72 psec,-525.5 uA
29.72 psec,-526.4 uA
29.73 psec,-527.2 uA
29.73 psec,-528.1 uA
29.73 psec,-528.9 uA
29.73 psec,-529.8 uA
29.73 psec,-530.6 uA
29.73 psec,-531.5 uA
29.73 psec,-532.3 uA
29.73 psec,-533.1 uA
29.73 psec,-534.0 uA
29.73 psec,-534.8 uA
29.74 psec,-535.7 uA
29.74 psec,-536.5 uA
29.74 psec,-537.3 uA
29.74 psec,-538.2 uA
29.74 psec,-539.0 uA
29.74 psec,-539.9 uA
29.74 psec,-540.7 uA
29.74 psec,-541.5 uA
29.74 psec,-542.4 uA
29.74 psec,-543.2 uA
29.75 psec,-544.0 uA
29.75 psec,-544.9 uA
29.75 psec,-545.7 uA
29.75 psec,-546.5 uA
29.75 psec,-547.4 uA
29.75 psec,-548.2 uA
29.75 psec,-549.0 uA
29.75 psec,-549.9 uA
29.75 psec,-550.7 uA
29.75 psec,-551.5 uA
29.76 psec,-552.3 uA
29.76 psec,-553.2 uA
29.76 psec,-554.0 uA
29.76 psec,-554.8 uA
29.76 psec,-555.6 uA
29.76 psec,-556.5 uA
29.76 psec,-557.3 uA
29.76 psec,-558.1 uA
29.76 psec,-558.9 uA
29.76 psec,-559.7 uA
29.77 psec,-560.6 uA
29.77 psec,-561.4 uA
29.77 psec,-562.2 uA
29.77 psec,-563.0 uA
29.77 psec,-563.8 uA
29.77 psec,-564.7 uA
29.77 psec,-565.5 uA
29.77 psec,-566.3 uA
29.77 psec,-567.1 uA
29.77 psec,-567.9 uA
29.78 psec,-568.7 uA
29.78 psec,-569.6 uA
29.78 psec,-570.4 uA
29.78 psec,-571.2 uA
29.78 psec,-572.0 uA
29.78 psec,-572.8 uA
29.78 psec,-573.6 uA
29.78 psec,-574.4 uA
29.78 psec,-575.2 uA
29.78 psec,-576.0 uA
29.79 psec,-576.8 uA
29.79 psec,-577.6 uA
29.79 psec,-578.5 uA
29.79 psec,-579.3 uA
29.79 psec,-580.1 uA
29.79 psec,-580.9 uA
29.79 psec,-581.7 uA
29.79 psec,-582.5 uA
29.79 psec,-583.3 uA
29.79 psec,-584.1 uA
29.80 psec,-584.9 uA
29.80 psec,-585.7 uA
29.80 psec,-586.5 uA
29.80 psec,-587.3 uA
29.80 psec,-588.1 uA
29.80 psec,-588.9 uA
29.80 psec,-589.7 uA
29.80 psec,-590.5 uA
29.80 psec,-591.3 uA
29.80 psec,-592.0 uA
29.81 psec,-592.8 uA
29.81 psec,-593.6 uA
29.81 psec,-594.4 uA
29.81 psec,-595.2 uA
29.81 psec,-596.0 uA
29.81 psec,-596.8 uA
29.81 psec,-597.6 uA
29.81 psec,-598.4 uA
29.81 psec,-599.2 uA
29.81 psec,-599.9 uA
29.82 psec,-600.7 uA
29.82 psec,-601.5 uA
29.82 psec,-602.3 uA
29.82 psec,-603.1 uA
29.82 psec,-603.9 uA
29.82 psec,-604.7 uA
29.82 psec,-605.4 uA
29.82 psec,-606.2 uA
29.82 psec,-607.0 uA
29.82 psec,-607.8 uA
29.83 psec,-608.6 uA
29.83 psec,-609.3 uA
29.83 psec,-610.1 uA
29.83 psec,-610.9 uA
29.83 psec,-611.7 uA
29.83 psec,-612.4 uA
29.83 psec,-613.2 uA
29.83 psec,-614.0 uA
29.83 psec,-614.8 uA
29.83 psec,-615.5 uA
29.84 psec,-616.3 uA
29.84 psec,-617.1 uA
29.84 psec,-617.9 uA
29.84 psec,-618.6 uA
29.84 psec,-619.4 uA
29.84 psec,-620.2 uA
29.84 psec,-620.9 uA
29.84 psec,-621.7 uA
29.84 psec,-622.5 uA
29.84 psec,-623.2 uA
29.85 psec,-624.0 uA
29.85 psec,-624.8 uA
29.85 psec,-625.5 uA
29.85 psec,-626.3 uA
29.85 psec,-627.0 uA
29.85 psec,-627.8 uA
29.85 psec,-628.6 uA
29.85 psec,-629.3 uA
29.85 psec,-630.1 uA
29.85 psec,-630.8 uA
29.86 psec,-631.6 uA
29.86 psec,-632.4 uA
29.86 psec,-633.1 uA
29.86 psec,-633.9 uA
29.86 psec,-634.6 uA
29.86 psec,-635.4 uA
29.86 psec,-636.1 uA
29.86 psec,-636.9 uA
29.86 psec,-637.6 uA
29.86 psec,-638.4 uA
29.87 psec,-639.1 uA
29.87 psec,-639.9 uA
29.87 psec,-640.6 uA
29.87 psec,-641.4 uA
29.87 psec,-642.1 uA
29.87 psec,-642.9 uA
29.87 psec,-643.6 uA
29.87 psec,-644.4 uA
29.87 psec,-645.1 uA
29.87 psec,-645.9 uA
29.88 psec,-646.6 uA
29.88 psec,-647.3 uA
29.88 psec,-648.1 uA
29.88 psec,-648.8 uA
29.88 psec,-649.6 uA
29.88 psec,-650.3 uA
29.88 psec,-651.0 uA
29.88 psec,-651.8 uA
29.88 psec,-652.5 uA
29.88 psec,-653.2 uA
29.89 psec,-654.0 uA
29.89 psec,-654.7 uA
29.89 psec,-655.5 uA
29.89 psec,-656.2 uA
29.89 psec,-656.9 uA
29.89 psec,-657.6 uA
29.89 psec,-658.4 uA
29.89 psec,-659.1 uA
29.89 psec,-659.8 uA
29.89 psec,-660.6 uA
29.90 psec,-661.3 uA
29.90 psec,-662.0 uA
29.90 psec,-662.7 uA
29.90 psec,-663.5 uA
29.90 psec,-664.2 uA
29.90 psec,-664.9 uA
29.90 psec,-665.6 uA
29.90 psec,-666.4 uA
29.90 psec,-667.1 uA
29.90 psec,-667.8 uA
29.91 psec,-668.5 uA
29.91 psec,-669.2 uA
29.91 psec,-670.0 uA
29.91 psec,-670.7 uA
29.91 psec,-671.4 uA
29.91 psec,-672.1 uA
29.91 psec,-672.8 uA
29.91 psec,-673.5 uA
29.91 psec,-674.2 uA
29.91 psec,-675.0 uA
29.92 psec,-675.7 uA
29.92 psec,-676.4 uA
29.92 psec,-677.1 uA
29.92 psec,-677.8 uA
29.92 psec,-678.5 uA
29.92 psec,-679.2 uA
29.92 psec,-679.9 uA
29.92 psec,-680.6 uA
29.92 psec,-681.3 uA
29.92 psec,-682.0 uA
29.93 psec,-682.7 uA
29.93 psec,-683.4 uA
29.93 psec,-684.2 uA
29.93 psec,-684.9 uA
29.93 psec,-685.6 uA
29.93 psec,-686.3 uA
29.93 psec,-687.0 uA
29.93 psec,-687.7 uA
29.93 psec,-688.3 uA
29.93 psec,-689.0 uA
29.94 psec,-689.7 uA
29.94 psec,-690.4 uA
29.94 psec,-691.1 uA
29.94 psec,-691.8 uA
29.94 psec,-692.5 uA
29.94 psec,-693.2 uA
29.94 psec,-693.9 uA
29.94 psec,-694.6 uA
29.94 psec,-695.3 uA
29.94 psec,-696.0 uA
29.95 psec,-696.7 uA
29.95 psec,-697.3 uA
29.95 psec,-698.0 uA
29.95 psec,-698.7 uA
29.95 psec,-699.4 uA
29.95 psec,-700.1 uA
29.95 psec,-700.8 uA
29.95 psec,-701.4 uA
29.95 psec,-702.1 uA
29.95 psec,-702.8 uA
29.96 psec,-703.5 uA
29.96 psec,-704.2 uA
29.96 psec,-704.8 uA
29.96 psec,-705.5 uA
29.96 psec,-706.2 uA
29.96 psec,-706.9 uA
29.96 psec,-707.5 uA
29.96 psec,-708.2 uA
29.96 psec,-708.9 uA
29.96 psec,-709.6 uA
29.97 psec,-710.2 uA
29.97 psec,-710.9 uA
29.97 psec,-711.6 uA
29.97 psec,-712.2 uA
29.97 psec,-712.9 uA
29.97 psec,-713.6 uA
29.97 psec,-714.2 uA
29.97 psec,-714.9 uA
29.97 psec,-715.6 uA
29.97 psec,-716.2 uA
29.98 psec,-716.9 uA
29.98 psec,-717.6 uA
29.98 psec,-718.2 uA
29.98 psec,-718.9 uA
29.98 psec,-719.5 uA
29.98 psec,-720.2 uA
29.98 psec,-720.9 uA
29.98 psec,-721.5 uA
29.98 psec,-722.2 uA
29.98 psec,-722.8 uA
29.99 psec,-723.5 uA
